parent_asin,product_title,brand,main_category,category_l1,category_l2,category_l3,price,price_missing,average_rating,rating_number,demand_proxy,review_count,avg_review_rating,avg_helpful_vote,total_helpful_vote,verified_purchase_ratio,avg_review_text_length,first_review_date,last_review_date,weighted_rating_signal,value_score
B07RT2L845,WAHL Professional Animal 3F Full Extra Coarse Competition Series Detachable Blade with 25/64-Inch Cut Length (2376-100),WAHL,Pet Supplies,Pet Supplies,Dogs,Grooming,,True,4.3,2965,2965,1,5.0,0.0,0,1.0,39.0,2019-11-03 15:39:06.725,2019-11-03 15:39:06.725,34.37836894760087,
B01JM4XK9W,Automatic Pet Feeder - Sureflap - SureFeed Microchip Pet Feeder - MPF001 - Suitable for Both Wet and Dry Food - Bonus eOutletDeals Pet Towel,SureFeed,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,257.99,False,4.2,720,720,1,5.0,0.0,0,1.0,428.0,2019-09-13 18:15:17.015,2019-09-13 18:15:17.015,27.63868437659679,0.10713083598820415
B09VD623KM,"Veterinary Formula Clinical Care Hypoallergenic Shampoo for Dogs and Cats, 128 oz – No Harsh Ingredients – Pet Shampoo for Allergies and Sensitive Skin, Promotes Healthy Skin and Coat,FG01301",Veterinary Formula,Pet Supplies,Pet Supplies,Dogs,Grooming,,True,4.6,2399,2399,1,5.0,8.0,8,1.0,198.0,2020-03-19 21:58:57.172,2020-03-19 21:58:57.172,35.80283047514577,
B01LB3YYRE,"JW Pet Company 43505 Treat Tower Toys for Pets, Small, White/Rings of Blue, Orange, Green",JW,Pet Supplies,Pet Supplies,Dogs,Treats,17.99,False,4.4,255,255,1,5.0,1.0,1,1.0,183.0,2015-11-09 23:32:24.000,2015-11-09 23:32:24.000,24.398780755710074,1.3562412871434173
B09NGTF8HR,"Dog Chain Collar Cubic Zironia Bling Collar for Puppy Kitty Gold Adjustable Cat Collar with Iced Out Crystal Stones Watch Band (Gold, 10"")",W/W Lifetime,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",20.99,False,3.8,32,32,1,5.0,3.0,3,1.0,458.0,2022-01-19 06:03:25.917,2022-01-19 06:03:25.917,13.286728733572625,0.6330027981692533
B0B7B7YK1D,"Lick Mat for Dog Cat, 2 Pack Slow Feeder Licking Mat, Bone-Shaped Dog Lick Pads, Boredom and Anxiety Reducer, Dog Training Mats for Food, Yogurt, Peanut Butter(Beige&Pink)",HUSUKU,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,9.59,False,4.3,2254,2254,1,5.0,0.0,0,1.0,43.0,2022-09-10 08:52:37.920,2022-09-10 08:52:37.920,33.19989258332815,3.4619283194294215
B07RWN6ZTS,Chesapeake Bay Premium X-Large Stackable Cozy Cat Cube House Bed,Chesapeake Bay,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,,True,4.7,169,169,2,5.0,1.5,3,0.0,1742.0,2019-08-28 21:45:36.058,2019-08-29 01:17:02.103,24.13825265413623,
B08CB2L61K,"Calming Dog Bed & Cat Bed, Cat Beds for Indoor Cats Clearance Fluffy Calming Cat Dog Bed Round Donut Puppy Kitty Bed Washable Anti-Slip Faux Fur Anxiety Pet Bed for Dogs Cats, Rainbow",BAROMGA,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,28.99,False,4.5,445,445,1,3.0,0.0,0,1.0,149.0,2022-04-10 12:29:08.940,2022-04-10 12:29:08.940,27.451435284090287,0.9469277435008723
B09L169TB2,"Halti Optifit Headcollar and Training Lead Combination Pack, Stop Dog Pulling on Walks with Halti, Includes Medium Optifit Head Collar and Double Ended Lead, Black, Medium Head Collar (14324W)",The Company of Animals,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",38.17,False,4.2,367,367,1,4.0,0.0,0,0.0,474.0,2020-01-10 22:14:10.969,2020-01-10 22:14:10.969,24.813948340309512,0.6500903416376608
B06Y4M7YNW,"Puppia Dotty Dog Harness Over-The-Head No Pull No Choke Walking Training Adjustable for Small & Medium Dog, Large, Pink",Puppia,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",16.57,False,4.5,1228,1228,1,5.0,1.0,1,1.0,410.0,2010-02-22 15:10:34.000,2010-02-22 15:10:34.000,32.012802493047154,1.931973596442194
B09Y4J21QF,"6 Pack Bearded Dragon Toys,Bearded Dragon Accessories,Bearded Dragon Toy Balls Bell,Fit for Lizard Small Reptile Habitat Terrarium Tank",Koomduk,Pet Supplies,Pet Supplies,Reptiles & Amphibians,Terrariums,7.68,False,3.9,146,146,1,1.0,1.0,1,1.0,102.0,2022-12-09 03:03:39.763,2022-12-09 03:03:39.763,19.46268708843707,2.534204047973577
B00LMXKI4W,"Go Pet Club 61"" Circular Base Jungle Forest Leaves Collection Luxury Cat Tree Condo Kitty Climber Furniture with Platforms and High Perches, Beige/Black",Go Pet Club,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,99.87,False,4.5,177,177,1,4.0,1.0,1,1.0,192.0,2019-10-28 01:54:40.102,2019-10-28 01:54:40.102,23.31802597631438,0.23348378868843878
B09GYTWCZ7,"Jemirry Ceramic Raised Cat Bowl Anti Vomiting, Elevated Cat Bowls with 15° Tilt Angle, Non-Slip Food and Water Bowls for Cat and Dog, Protect Pet's Spine, Dishwasher Safe (Blue)",Jemirry,Pet Supplies,Pet Supplies,Cats,Feeding & Watering Supplies,15.99,False,4.6,423,423,5,3.6,2.2,11,0.0,1562.4,2020-08-24 16:45:29.196,2020-10-04 03:29:33.627,27.828773894067,1.7403861096977487
B08XVZ17RZ,"CROWATTS 6 FT Strong Durable Nylon Dog Leash with Comfortable Padded Handle and Highly Reflective Threads for Small,Medium and Large Dogs (6 FT, Blue)",CROWATTS,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",10.99,False,4.7,653,653,3,4.666666666666667,0.3333333333333333,1,0.0,586.6666666666666,2021-05-07 21:40:19.564,2021-05-29 18:13:34.886,30.470604551848837,2.7725754824248257
B0719BSNL6,"Penn Plax Leather Kabob Bird Toys, 10 by 16.5-Inch",Penn-Plax,Pet Supplies,Pet Supplies,Birds,Toys,20.43,False,4.2,108,108,1,4.0,1.0,1,1.0,61.0,2015-09-13 02:22:16.000,2015-09-13 02:22:16.000,19.703661105362404,0.9644474354068724
B096TL5DP1,"Dreambone Vegetable & Chicken Dog Chews, Rawhide Free, Large, 3-Count",DreamBone,Pet Supplies,Pet Supplies,Dogs,Treats,10.39,False,4.6,3202,3202,4,4.5,0.0,0,1.0,65.0,2015-01-19 00:43:21.000,2021-06-15 05:49:49.090,37.13047848820212,3.5736745416941407
B0C3LYYNXL,"Petbobi Interactive Dog Toys Active Rolling Ball for Dogs with Battery Operated, Include Self Moving Balls and Chewable Plush Cover for Small and Medium Dogs to Chase and Self Play, Mysterious Bobby",Petbobi,Pet Supplies,Pet Supplies,Dogs,Toys,17.99,False,3.9,80,80,7,4.285714285714286,0.2857142857142857,2,0.8571428571428571,276.57142857142856,2019-01-28 18:40:18.505,2023-03-05 15:39:38.964,17.13835170322251,0.9526599056821853
B0B8V3WCD8,"FLEXI New Comfort Retractable Dog Leash (Tape), for Dogs Up to 33lbs, 16 ft, Small, Blue/Pastel",FLEXI,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",18.65,False,4.6,6736,6736,6,4.0,3.3333333333333335,20,1.0,511.6666666666667,2016-02-06 23:38:46.000,2019-07-11 23:17:31.137,40.55070200441904,2.1743003755720665
B089DP75CK,"LickiMat Tuff, Heavy-Duty Playdate, Dog Slow Feeder Lick Mat, Boredom Anxiety Reducer; Perfect for Food, Treats, Yogurt, or Peanut Butter, Fun Alternative to a Slow Feed Dog Bowl, Orange",Lickimat,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,16.99,False,4.3,5365,5365,1,5.0,0.0,0,1.0,123.0,2022-05-27 16:14:16.238,2022-05-27 16:14:16.238,36.927703533237946,2.173496382179985
B07SS8NFGS,"Dog Sweater Argyle - Warm Sweater Winter Clothes Puppy Soft Coat, Ugly Dog Sweater for Small Medium and Large Dogs, Pet Clothing Boy Girl",Homimp,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,17.95,False,4.5,2603,2603,1,1.0,0.0,0,1.0,270.0,2021-01-01 02:57:59.063,2021-01-01 02:57:59.063,35.39161801497807,1.9716778838427895
B0C6L3GBK8,"Perfect Poop Digestion & General Health Supplement for Dogs: Fiber, Prebiotics, Probiotics & Enzymes Relieve Digestive Conditions, Optimize Stool, and Improve Health (Chicken, 30.0 oz)",Bernie's,Pet Supplies,Pet Supplies,Dogs,Health Supplies,46.99,False,4.4,14106,14106,4,3.25,0.0,0,0.75,276.0,2019-12-14 12:47:40.857,2022-09-23 20:42:55.191,42.03947619112781,0.8946472907241501
B07YJFH9CY,BINGPET Turtle Neck Dog Sweater - Brown Bone Pattern - Puppy Winter Warm Cloth for Small Medium Large Dogs,BINGPET,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,9.99,False,4.5,3824,3824,4,5.0,0.25,1,1.0,227.75,2018-11-10 02:43:24.329,2020-11-12 23:43:12.102,37.121911858172865,3.7159070929101965
B0C1PZ59KD,Purina ONE True Instinct With Real Salmon and Tuna Dry Dog Food - 36 lb. Bag,Purina ONE,Pet Supplies,Pet Supplies,Dogs,Food,,True,4.7,4375,4375,3,5.0,0.0,0,1.0,83.33333333333333,2019-09-08 20:35:16.285,2021-06-13 01:34:58.591,39.40428461727854,
B081Z1227G,"Veken Cat Water Fountain, 84oz Automatic Pet Water Fountain Dog Water Dispenser with 3 Replacement Filters & 1 Silicone Mat for Cats and Small to Medium Dogs (Midnight Green)",Veken,Pet Supplies,Pet Supplies,Cats,Feeding & Watering Supplies,,True,4.4,15705,15705,1,5.0,0.0,0,1.0,335.0,2020-02-08 19:52:03.999,2020-02-08 19:52:03.999,42.511911569313206,
B07KF1SLWC,"Creation Core Protective Collar for Cats and Dogs Soft Pet Recovery Collar Anti-Bite Lick Wound Healing (XXL, Pink)",Creation Core,Pet Supplies,Pet Supplies,Dogs,Health Supplies,20.99,False,4.1,286,286,1,5.0,0.0,0,1.0,118.0,2020-05-24 19:16:51.829,2020-05-24 19:16:51.829,23.203877084614447,1.1054729435261768
B07C2X1JPC,KONG - Ziggies - Teeth Cleaning Dog Treats for KONG Classic Rubber Toys - Chicken Flavor for Large Dogs (8 Ounce),KONG,Pet Supplies,Pet Supplies,Dogs,Treats,11.99,False,4.5,1202,1202,1,3.0,3.0,3,1.0,561.0,2017-09-08 13:50:17.812,2017-09-08 13:50:17.812,31.916581721886054,2.6619334213416224
B0BVZRV6GK,"Wobble Wag Giggle Ball,Interactive Dog Toy",Wobble Wag Giggle,Pet Supplies,Pet Supplies,Dogs,Toys,14.3,False,4.1,86226,86226,29,3.9310344827586206,0.10344827586206896,3,1.0,228.6551724137931,2015-06-27 01:14:28.000,2023-02-15 17:22:13.088,46.59542839392675,3.2584215660088636
B0BYNHLVLS,Automatic Cat Feeder WiFi App Control: QLIFE 3L Timed Dry Food Dispenser for Small Medium Dog Smart Auto Pet Feeder Remote Control Portion Control Dual Power 10s Voice Recorder - Stainless Steel Bowl,QLIFE,Pet Supplies,Pet Supplies,Cats,Feeding & Watering Supplies,42.99,False,4.4,209,209,2,2.0,0.5,1,0.0,1374.0,2022-11-20 21:22:06.160,2022-11-20 21:30:18.822,23.527273135156864,0.5472731596919485
B0159CHOL6,Ortz Dog Whistle to Stop Barking - [Free Lanydard Strap] Silent Bark Control for Dogs - Ultrasonic Patrol Sound Repellent Repeller - Silver Training Deterrent Whistle - Train Your Dog,Ortz,Pet Supplies,Pet Supplies,Dogs,Training & Behavior Aids,9.99,False,3.1,2368,2368,2,3.0,0.5,1,1.0,138.0,2017-05-31 02:23:57.000,2017-08-02 23:32:00.058,24.087691932892234,2.4111803736628863
B08K3ZCQ2Y,"Bird Parrot Toys Ladders Swing Chewing Toys Hanging Pet Bird Cage Accessories Hammock Swing Toy for Small Parakeets Cockatiels, Lovebirds, Conures, Macaws, Lovebirds, Finches (12 Ladders)",CoCogo,Pet Supplies,Pet Supplies,Birds,Birdcage Accessories,13.99,False,4.5,1728,1728,2,5.0,0.0,0,1.0,116.5,2018-01-23 02:13:48.231,2019-06-24 10:58:44.289,33.54884318557481,2.3980588409989143
B078VCWYK6,"Femonden Pet Grooming Brush - Dog Cat Slicker Brush for Small, Medium & Large Dogs and Cats, with Short to Long Hair (Green)",Femonden,Pet Supplies,Pet Supplies,Dogs,Grooming,,True,4.5,148,148,1,4.0,0.0,0,1.0,152.0,2018-07-28 01:25:54.531,2018-07-28 01:25:54.531,22.517758376754568,
B08K8L2FXZ,"KOESON Waterproof Dog Boots Winter Pet Shoes, Outdoor Pet Snow Booties with Reflective Straps, Cold Weather Paw Protector with Anti-Slip Sole for Medium Large Dogs 4 Pcs Orange XL",KOESON,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,29.88,False,3.2,286,286,1,3.0,1.0,1,0.0,759.0,2020-12-04 23:05:03.820,2020-12-04 23:05:03.820,18.11034309043079,0.6061025130666261
B09YJYP3BJ,"Nature's Miracle Oval Hooded Litter Box, White",Nature's Miracle,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,49.99,False,4.7,12061,12061,5,4.4,0.2,1,1.0,320.4,2013-12-04 00:04:10.000,2022-02-07 02:33:33.000,44.16973188185138,0.8835713519074091
B08BYK9XFQ,"Kuoser Canvas Dog Winter Coat, Warm Dog Jacket Reflective Fleece Dog Cold Weather Coat Warm Doggie Clothes Waterproof Dog Vest with Zipper Leash Hole for Small Medium Large Dogs",Kuoser,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,31.99,False,4.5,1409,1409,2,4.0,1.5,3,0.0,543.5,2020-10-17 00:49:58.916,2020-11-03 14:47:48.623,32.631052425174964,1.0200391505212556
B00MSCEGFI,BAG-it & PERMA-lid Combo for LitterMaid Receptacles - an end to buying!,LazrArt,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,,True,3.8,104,104,1,3.0,0.0,0,1.0,298.0,2016-01-06 08:14:40.000,2016-01-06 08:14:40.000,17.685049330598588,
B0002ARUQA,"Hagen Finch Staple Vme Seed, 3-Pound",Hagen,Pet Supplies,Pet Supplies,Birds,Food,,True,4.5,895,895,1,5.0,1.0,1,1.0,289.0,2019-03-02 18:34:20.911,2019-03-02 18:34:20.911,30.590731858387187,
B087GTFMMK,"Starmark Everlasting Treat, Wheat, Corn And Soy Free, Medium",Starmark,Pet Supplies,Pet Supplies,Dogs,Treats,,True,4.5,1997,1997,7,4.428571428571429,0.0,0,0.8571428571428571,155.28571428571428,2015-09-17 18:24:14.000,2021-05-25 23:46:16.445,34.19955881643824,
B00NW8QEDY,"DOGLOVEIT Lion Mane for Cat Appreal, Pet Costume Lion Wig for Dog Cat Halloween Pet Dress up with Ears",Dogloveit,Pet Supplies,Pet Supplies,Cats,Apparel,7.97,False,4.3,813,813,1,5.0,1.0,1,1.0,448.0,2015-12-04 19:28:26.000,2015-12-04 19:28:26.000,28.81842957381092,3.6158631836651094
B09PBRVBF4,"Petbobi Dog Car Tether 16 inch, Chew Proof Dog Safety Car Seat Belt, Metal Vehicle Harnesses Restraint with Double Clips and Latch Attachment, Car Leash for Small Medium Large Dogs",Petbobi,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",7.99,False,4.6,283,283,1,5.0,0.0,0,0.0,250.0,2022-05-13 15:28:08.987,2022-05-13 15:28:08.987,25.985281495541546,3.2522254687786667
B06ZZYMWVT,"ARM & HAMMER Platinum Double Duty Clumping Cat Litter, 37lb",Arm & Hammer,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,,True,4.5,2427,2427,6,3.8333333333333335,0.0,0,0.8333333333333334,120.16666666666667,2017-11-06 02:38:36.362,2019-12-25 21:35:03.783,35.07670418480725,
B0087Y5OOS,"Nature's Miracle Disposable Litter Box, Regular, (Pack of 3)",Nature's Miracle,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,,True,4.6,1748,1748,1,5.0,0.0,0,1.0,256.0,2020-02-15 21:52:13.281,2020-02-15 21:52:13.281,34.347277585085564,
B07SR195SV,MidWest Homes for Pets Replacement Pan for 22' Long MidWest Dog Crate,MidWest Homes for Pets,Pet Supplies,Pet Supplies,Dogs,"Crates, Houses & Pens",9.99,False,4.6,43122,43122,7,5.0,0.0,0,1.0,155.0,2016-08-09 10:20:08.000,2022-01-30 13:23:01.594,49.09033417165449,4.913947364529979
B082MNRR55,"Zesty Paws Liver & Kidney Support Supplement for Dogs - with Milk Thistle Extract, Turmeric Curcumin, Cranberry & Choline - Natural & Grain Free Soft Chew Formula - for Dog Liver Function & Detox",Zesty Paws,Pet Supplies,Pet Supplies,Dogs,Health Supplies,34.97,False,4.3,1809,1809,1,5.0,0.0,0,0.0,96.0,2019-10-20 19:22:54.324,2019-10-20 19:22:54.324,32.254653134317444,0.9223521056424777
B07ZCZR178,"GoodBoy Dog Head Halter with Safety Strap - Stops Heavy Pulling On The Leash - Padded Headcollar for Small Medium and Large Dog Sizes - Head Collar Training Guide Included (Size 2, Blue Nylon)",GoodBoy,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",18.99,False,3.9,9983,9983,1,1.0,0.0,0,1.0,244.0,2020-04-27 22:04:42.420,2020-04-27 22:04:42.420,35.91408245337591,1.8912102397775625
B09D94RF6H,Fly & Fetch Fish,Spunky pup,Pet Supplies,Pet Supplies,Dogs,Toys,14.95,False,4.1,1146,1146,1,5.0,0.0,0,1.0,193.0,2020-11-20 13:14:52.421,2020-11-20 13:14:52.421,28.884110980230417,1.932047557206048
B0BTSBXK4K,"Hill's Science Diet Dry Dog Food, Adult, Perfect Weight, Chicken Recipe, 15 lb. Bag",Hill's Science Diet,Pet Supplies,Pet Supplies,Dogs,Food,48.99,False,4.8,8325,8325,3,4.666666666666667,3.0,9,1.0,309.3333333333333,2016-04-29 02:31:46.000,2017-10-20 16:03:01.794,43.33026445322361,0.8844716157016455
B09YRZYPM8,"Ultra Fresh - Turtle Nutri Stick, Wild Sword Prawn, Calcium & Vitamin D Enriched Aquatic Turtle Food with Probiotics for Picky Turtles, Made from All Natural Ingredients 3.35 oz",Ultra Fresh,Pet Supplies,Pet Supplies,Fish & Aquatic Pets,Food,8.49,False,4.5,2635,2635,1,4.0,0.0,0,0.0,156.0,2021-03-20 16:00:03.314,2021-03-20 16:00:03.314,35.44658053030079,4.17509782453484
B09JYRPKM3,"TagME Personalized Cat Collar, Breakaway Tartan Kitten Collar with Cute Bow Tie & Bell, Stainless Steel Slide-on Pet ID Tag Engraved with Name & Phone Numbers, Orange",TagME,Pet Supplies,Pet Supplies,Cats,"Collars, Harnesses & Leashes",7.99,False,4.6,3270,3270,1,5.0,1.0,1,1.0,87.0,2021-12-29 17:31:31.014,2021-12-29 17:31:31.014,37.22711472667656,4.659213357531485
B095MMN2F1,"Blue Buffalo Health Bars Natural Crunchy Dog Treats Biscuits, Banana & Yogurt 16-oz Bag",Blue Buffalo,Pet Supplies,Pet Supplies,Dogs,Treats,4.99,False,4.7,22115,22115,19,4.526315789473684,0.05263157894736842,1,0.8421052631578947,185.0,2015-10-22 00:14:09.000,2023-03-12 19:36:13.460,47.01906605505177,9.422658528066487
B09SQ4LSLJ,"Petmate Replendish Automatic Gravity Waterer for Cats and Dogs, BPA-Free, No Batteries Required, Includes Charcoal Filter, 4 Gallons",Petmate,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,37.95,False,4.5,60679,60679,30,4.266666666666667,0.2,6,0.9666666666666667,145.93333333333334,2014-06-17 15:14:42.000,2022-09-04 02:31:58.514,49.56016245058111,1.3059331344026641
B07WG19VJD,EXPAWLORER Portable Puppy Playpen Removable Dog Mesh Shade Cover Waterproof Oxford Cloth Easy Foldable Indoor/Outdoor for Puppies Cats Rabbits Pets (Pink),EXPAWLORER,Pet Supplies,Pet Supplies,Dogs,"Crates, Houses & Pens",29.99,False,3.8,1555,1555,1,4.0,0.0,0,1.0,280.0,2020-06-29 23:11:51.985,2020-06-29 23:11:51.985,27.929520078005677,0.9312944340782153
B08VTH6LBZ,"Fluval SPEC Aquarium Kit, Aquarium with LED Lighting and 3-Stage Filtration, 5 Gallon, White",Fluval,Pet Supplies,Pet Supplies,Fish & Aquatic Pets,Aquariums & Fish Bowls,115.99,False,4.4,2563,2563,3,5.0,1.6666666666666667,5,1.0,520.6666666666666,2014-03-17 14:10:11.000,2023-01-01 06:43:11.574,34.53702479937847,0.29775864125681933
B08CXRJSLH,"Bedsure Waterproof Dog Beds for Extra Large Dogs - Up to 100lbs XL Dog Bed with Removable Washable Cover, Pet Bed Mat Pillows, Brown",BEDSURE,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,53.99,False,4.3,11899,11899,2,5.0,0.0,0,0.5,132.5,2021-01-07 00:22:07.789,2021-12-04 21:23:24.198,40.352462820128366,0.7474062385650744
B09WWXZ9BM,Snuggle Puppy Tender-Tuffs Big Shots - Jiggly Jellyfish XL Stuffed Plush Toy with Puncture Resistant Squeaker for Medium to Big Dogs,Snuggle Puppy,Pet Supplies,Pet Supplies,Dogs,Toys,34.99,False,4.3,26,26,2,5.0,0.0,0,0.0,419.0,2022-09-17 02:17:52.115,2022-10-02 08:47:31.105,14.172098523818615,0.4050328243446303
B09JWTZJZ3,"PetzLife Oral Care Gel 4oz Salmon Oil, 4-oz Gel",PetzLife,Pet Supplies,Pet Supplies,Cats,Health Supplies,,True,4.2,463,463,1,3.0,1.0,1,1.0,713.0,2008-12-31 20:17:59.000,2008-12-31 20:17:59.000,25.787515119350275,
B0793RW69J,"iBuddy Dog Seat Belts for Cars of Small/Medium/Large Dogs,Adjustable Pet Seat Belt for Dog Harness with Dual Safe Bolt Hook and Elastic Durable Nylon Dog Safety Belt for Car",iBuddy,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",11.99,False,4.6,2168,2168,1,5.0,0.0,0,1.0,239.0,2018-08-07 15:35:38.831,2018-08-07 15:35:38.831,35.337298949803625,2.9472309382655233
B00LVUOYSW,"Petrainer Dog Training Collar 330yd Remote Dog Shock Collar with Beep, Vibration and Shock Electronic Collar",Petrainer,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",,True,4.0,1795,1795,2,3.0,0.0,0,1.0,163.5,2015-03-12 03:31:19.000,2015-03-28 20:52:46.000,29.97326899544858,
B0B9K75JWP,"Loving Pets Bella Bowl Designer & Expressions Dog Bowl, Large, I Love My Dog, Steel Blue",Loving Pets,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,15.06,False,4.6,1200,1200,1,5.0,0.0,0,1.0,124.0,2017-03-28 20:39:16.000,2017-03-28 20:39:16.000,32.618185181567924,2.1658821501705128
B09CKR8PTC,"Cloud Star Tricky Trainers Freeze Dried Dog Training Treats 3 oz Pouch, Beef Liver Flavor, Low Calorie Behavior Aid with 155 Treats",Cloud Star,Pet Supplies,Pet Supplies,Dogs,Treats,10.79,False,4.6,63,63,1,5.0,0.0,0,0.0,564.0,2022-01-02 09:03:49.016,2022-01-02 09:03:49.016,19.130862183454486,1.7730178112562083
B0BJLF6C6B,"Pet Qwerks Pigs Ear BarkBone - Nylon Dog Bone for Aggressive Chewers - Bacon Flavor - 4.5""",Pet Qwerks,Pet Supplies,Pet Supplies,Dogs,Toys,7.99,False,4.2,580,580,2,4.0,0.0,0,1.0,144.5,2020-12-28 22:00:13.669,2021-02-20 17:11:39.638,26.731953178778028,3.3456762426505664
B0C64PGWZF,URPOWER Raised Slow Feeder Dog Bowls 4 Height Adjustable Elevated Dog Bowls with Stainless Steel Dog Water Bowl and Dog Slow Feeder Non-Slip Dog Food Bowls Stand for Small Medium Large Dogs and Pets,URPOWER,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,34.99,False,4.5,801,801,1,3.0,0.0,0,0.0,79.0,2022-05-25 16:57:31.370,2022-05-25 16:57:31.370,30.091988735399315,0.8600168258187858
B09TSQT487,"PETCARE Cute Small Dog Harness and Leash Set with Bags No Pull Daisy Dog Vest Harness Soft Breathable Mesh Puppy Dog Harness for Small Dogs Cats Spring Summer Yorkies Shih Tzu (Pink,Medium)",Petcare,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",11.88,False,4.1,1038,1038,1,3.0,7.0,7,1.0,608.0,2021-09-19 19:00:45.218,2021-09-19 19:00:45.218,28.47865736350683,2.397193380766568
B07S2RY7H7,abobo Catnip Organic Silver Vine/Matatabi for Cats Treats 3.6 OZ,abobo,Pet Supplies,Pet Supplies,Cats,Toys,,True,3.6,104,104,1,5.0,3.0,3,1.0,681.0,2019-11-20 16:49:54.827,2019-11-20 16:49:54.827,16.754257260567083,
B07FVT9C7T,AmazonBasics Padded Pet Bolster Bed - 35 x 22 inches,Amazon Basics,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,29.99,False,4.5,8463,8463,7,4.857142857142857,0.5714285714285714,4,0.7142857142857143,331.57142857142856,2015-12-12 07:09:18.000,2019-08-11 15:33:05.000,40.69609719344136,1.3569889027489617
B09H5ZY43H,"NextFri Pet Carrier Backpack, Ventilated and Breathable for Cats Dogs, Collapsible Designed for Travel, Hiking & Outdoor Use Pink",NextFri,Pet Supplies,Pet Supplies,Dogs,Carriers & Travel Products,23.98,False,4.8,105,105,1,5.0,3.0,3,0.0,640.0,2022-01-30 22:10:24.122,2022-01-30 22:10:24.122,22.38450765173792,0.9334657069115062
B003MZ23QY,KONG - Wubba Friends - Squeaky Fetch Dog Toy - For Small Dogs (Assorted Characters),KONG,Pet Supplies,Pet Supplies,Dogs,Toys,,True,4.3,1797,1797,1,5.0,0.0,0,1.0,24.0,2021-04-16 22:03:44.311,2021-04-16 22:03:44.311,32.22604992463573,
B075TG7T6R,"Vevins Dog Goggles Sunglasses for Middle & Large Dog, UV Protective Foldable Pet Sunglasses Adjustable Waterproof Eyewear(Yellow)",Vevins,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,9.99,False,4.2,850,850,1,5.0,12.0,12,1.0,1138.0,2018-07-23 05:28:06.537,2018-07-23 05:28:06.537,28.334930940008174,2.8363294234242415
B082BDMHYP,"XL Dog Rope Toy For Aggressive Chewers - Benefits Non-Profit Dog Rescue - Tug of War Dog Toy, Dog Toys for Large Dogs, Tough Dog Toys, Nearly Indestructible Dog Toys for Aggressive Chewers, Red",Pacific Pups Products supporting pacificpuprescue.com,Pet Supplies,Pet Supplies,Dogs,Toys,10.99,False,4.2,3213,3213,1,5.0,0.0,0,1.0,28.0,2019-01-21 03:47:33.684,2019-01-21 03:47:33.684,33.91614049444932,3.086091036801576
B0C4CFW43M,"K9 Advantix II XL Dog Vet-Recommended Flea, Tick & Mosquito Treatment & Prevention | Dogs Over 55 lbs. | 2-Mo Supply",K9 advantix,Pet Supplies,Pet Supplies,Dogs,Flea & Tick Control,31.98,False,4.5,41031,41031,16,4.0,0.0625,1,1.0,118.4375,2013-04-04 04:54:25.000,2020-12-11 03:27:11.737,47.79948388081097,1.4946680387995925
B09K37HJRR,"Wellness CORE Natural Grain Free Small Breed Mini Meals Wet Dog Food, Pate Chicken Entrée, 3-Ounce Pouch (Pack of 12)",Wellness,Pet Supplies,Pet Supplies,Dogs,Food,22.8,False,4.6,2205,2205,2,5.0,0.0,0,0.5,590.5,2021-06-09 21:02:47.865,2023-01-31 08:53:59.537,35.41510651914186,1.5532941455763973
