brand,animal_type,product_count,avg_price,avg_rating,total_rating_number,total_review_count,demand_proxy
Nerf Dog,Dogs,7,21.453333333333333,4.314285714285715,23803,15,23803
New Age Pet,Cats,1,89.3,4.5,304,2,304
New Cat Condos,Cats,2,76.195,4.65,861,3,861
New World Pet Products,Dogs,3,35.88666666666666,4.566666666666666,63013,25,63013
Newman's Own,Dogs,1,,4.8,1247,4,1247
Newtensina,Cats,1,25.96,4.0,882,1,882
NextFri,Dogs,1,23.98,4.8,105,1,105
Nidawi,Dogs,1,25.0,4.5,1720,1,1720
Nina Woof,Dogs,1,25.99,5.0,3,2,3
Nispira,Cats,1,12.99,4.4,24,1,24
Nite Ize,Dogs,3,21.823333333333334,4.133333333333333,1127,3,1127
Niteangel,Small Animals,3,17.656666666666666,4.3999999999999995,18986,3,18986
Noba,Cats,1,4.99,4.5,91,1,91
Nobleza,Cats,1,11.99,4.0,299,1,299
Nobleza,Dogs,1,29.99,4.5,183,1,183
Nocciola,Dogs,2,12.49,4.4,12272,10,12272
NonScents,Cats,1,12.97,4.3,6996,8,6996
Nooby's,Dogs,1,18.88,3.7,576,1,576
Nootie,Dogs,2,,4.65,4341,2,4341
North American Pet,Cats,1,,4.2,1234,2,1234
Northfin,Fish & Aquatic Pets,1,37.83,4.6,2298,1,2298
Northwest Naturals,Cats,1,34.77,4.3,605,1,605
Notimible,Dogs,1,12.99,4.4,290,1,290
Nourse,Dogs,1,9.99,4.4,552,1,552
Novel Brands,Dogs,1,8.8,4.0,636,1,636
Noz2Noz,Dogs,1,,4.3,5888,3,5888
Nuanchu,Dogs,1,23.99,3.9,1761,1,1761
Nudges,Dogs,2,5.98,4.7,2249,3,2249
Nulo,Dogs,5,53.065999999999995,4.26,4569,15,4569
Nulo,Cats,3,48.135000000000005,4.3999999999999995,2778,11,2778
Nutramax Laboratories,Dogs,3,52.32333333333333,4.666666666666667,36274,20,36274
Nutramax Laboratories,Cats,1,14.99,4.7,12299,10,12299
Nutri Chomps,Dogs,2,10.094999999999999,4.550000000000001,1886,5,1886
Nutri-Vet,Dogs,6,22.645,4.416666666666667,11937,10,11937
Nutri-Vet,Cats,2,6.74,4.25,11440,5,11440
NutriSource,Dogs,2,53.489999999999995,4.6,599,2,599
Nutro,Cats,5,20.48,4.4799999999999995,10903,15,10903
Nutro,Dogs,5,66.985,4.4799999999999995,9772,10,9772
Nutro Dry Dog Food,Dogs,1,74.98,4.4,213,1,213
Nylabone,Dogs,20,13.083076923076922,4.385,233681,386,233681
OCSOSO,Dogs,1,17.99,4.1,468,1,468
ODOLDI,Cats,1,14.95,3.9,301,1,301
OLEVC,Dogs,1,14.99,3.9,61,1,61
ONTWOPETS,Dogs,1,12.99,4.4,1558,3,1558
OODOSI,Cats,1,10.9,4.5,1243,2,1243
OOLAHLAH,Dogs,2,8.985,4.199999999999999,1046,4,1046
OPAWZ,Dogs,1,22.99,4.3,1929,1,1929
ORDORA,Dogs,1,24.99,4.4,18361,6,18361
ORIJEN,Cats,4,62.99,4.25,8636,10,8636
ORIJEN,Dogs,2,76.1,4.35,9266,3,9266
ORSDA,Cats,1,29.99,4.3,5154,1,5154
ORZECHKO,Dogs,1,8.99,4.2,465,1,465
OUOBOB,Dogs,1,35.99,4.6,764,1,764
OURLLAMEY,Cats,1,8.99,4.5,24,1,24
OUT!,Cats,1,7.14,4.3,6420,6,6420
OUT!,Dogs,1,25.48,4.3,7077,3,7077
OVERTANG,Small Animals,1,12.99,3.4,408,1,408
OXO,Dogs,1,,4.7,3131,5,3131
OXS,Dogs,1,29.59,4.1,5893,2,5893
Ocu-GLO,Dogs,1,81.25,4.5,2535,3,2535
Odorcide,Cats,1,89.95,4.8,207,4,207
Odorcide,Dogs,1,11.95,4.2,2073,1,2073
Oh You Lucky Dog!,Dogs,1,19.97,3.9,1174,1,1174
Oiibo,Reptiles & Amphibians,1,309.99,4.5,129,2,129
Old Mother Hubbard,Dogs,8,9.734,4.4,18330,39,18330
Ollieroo,Cats,1,,4.3,82,2,82
Omega,Dogs,1,,4.7,31,1,31
Omega One,Fish & Aquatic Pets,1,,4.6,605,1,605
Omega Paw,Cats,4,58.68,4.05,18984,26,18984
OmniPet,Cats,1,8.09,4.3,296,1,296
OmniPet,Dogs,1,19.99,4.1,29,1,29
On2 Pets,Cats,1,129.99,4.2,7127,2,7127
One for Pets,Cats,1,,4.4,265,1,265
OneTigris,Dogs,4,25.835,4.65,27963,11,27963
Onefua,Dogs,1,51.99,3.0,16,1,16
Open Farm,Dogs,1,14.99,4.5,871,2,871
Orangdogo,Dogs,1,14.99,4.5,29,1,29
Orangelight,Cats,1,,4.2,3710,1,3710
OrgMemory,Dogs,1,23.75,4.1,1139,1,1139
Orlushy,Fish & Aquatic Pets,1,11.99,4.5,19340,2,19340
Ortz,Dogs,2,9.99,3.1,2482,3,2482
Oster,Dogs,4,106.24000000000001,4.275,5367,5,5367
Oster,Cats,1,,4.7,10,1,10
Oster,Horses,1,20.49,4.2,51,1,51
Our Pets,Cats,3,17.97,3.733333333333333,11911,10,11911
Our Pets,Dogs,3,15.85,4.7,11824,8,11824
Outback Jack,Dogs,1,,4.4,339,1,339
Outdoor Dog Supply,Dogs,1,13.95,4.8,981,1,981
OutdoorMaster,Dogs,1,9.99,4.7,11437,3,11437
Outrav,Dogs,1,19.99,4.3,513,1,513
Outus,Cats,1,7.99,4.5,1313,1,1313
Outward Hound,Dogs,22,13.563333333333333,4.218181818181818,174666,177,174666
OxGord,Dogs,1,22.98,4.3,1264,1,1264
Oxbow,Small Animals,2,27.405,4.800000000000001,14337,5,14337
PACCOMFET,Cats,1,,4.2,2763,1,2763
PAEYOOR,Dogs,1,13.99,4.0,1138,1,1138
PAPIFEED,Cats,1,46.2,4.4,148,1,148
PARTYSAVING,Cats,1,18.6,4.1,2103,2,2103
PASRLD,Dogs,1,14.99,4.3,1598,2,1598
PAW ROLL,Dogs,1,79.0,4.4,29,1,29
PAWCHIE,Dogs,2,12.99,4.3,1768,2,1768
PAWDAY,Dogs,1,15.99,3.7,886,1,886
PAWISE,Dogs,1,89.99,4.3,825,1,825
PAWLAND,Dogs,1,,4.0,57,1,57
PAWNISAW,Small Animals,1,15.99,4.4,45,1,45
PAWUP,Dogs,1,17.99,4.4,270,1,270
PAWZ Road,Cats,3,24.656666666666666,4.533333333333333,13125,5,13125
PAWZ Road,Dogs,2,12.99,4.5,20653,12,20653
PAZ'S GIFT,Cats,2,12.99,4.3,2174,2,2174
PD PHANINDRA,Dogs,1,,3.6,164,1,164
PEEKAB,Cats,1,26.97,4.1,1305,1,1305
PEGETABLES,Dogs,2,,3.75,76,2,76
PEGGY11,Dogs,2,29.485,4.7,22379,4,22379
PERSUPER,Small Animals,1,9.99,4.0,586,1,586
PET ARTIST,Dogs,1,24.99,4.7,3425,1,3425
PET CARE Sciences,Dogs,1,14.97,4.2,360,1,360
PET JERKY FACTORY,Dogs,1,10.73,4.6,4236,14,4236
PET KREWE UNLEASH THE PARADE,Dogs,1,,4.3,31,1,31
PET MUNCHIES,Dogs,1,38.08,4.6,485,1,485
PET SHOW,Dogs,2,13.49,4.45,2331,3,2331
PET STANDARD,Cats,1,16.99,4.4,275,1,275
PET&CUDDLE,Dogs,1,17.99,4.3,5996,1,5996
PET-EVER,Cats,1,51.69,4.5,237,5,237
PET-EVER,Dogs,1,49.69,4.7,35,1,35
PETAGE,Dogs,1,9.99,4.4,2678,3,2678
PETCEE,Dogs,1,8.39,4.3,1904,1,1904
PETDOTT,Dogs,1,14.09,4.2,156,1,156
PETFAVORITES,Dogs,2,15.489999999999998,4.5,827,3,827
PETFAVORITES,Cats,1,10.99,4.6,6438,4,6438
PETGOGO,Dogs,1,7.99,4.4,484,1,484
PETITE CUISINE,Cats,1,,4.1,148,1,148
PETLIBRO,Cats,2,41.99,4.1,15490,2,15490
PETLOFT,Dogs,1,9.99,4.0,1173,1,1173
PETMAKER,Cats,5,40.525,4.14,17594,26,17594
PETMAKER,Dogs,4,56.74,4.125,10599,14,10599
PETNANNY,Dogs,3,27.656666666666666,4.433333333333334,1248,3,1248
PETNF,Cats,2,39.44,4.2,8878,3,8878
PETNOZ LIFE,Dogs,1,34.99,4.8,489,1,489
PETPSILAB,Dogs,1,25.99,4.4,80,1,80
PETRAGEOUS,Cats,1,9.99,4.6,361,1,361
PETRAGEOUS,Dogs,1,20.1,4.4,523,3,523
PETSLA,Dogs,1,12.99,4.4,9576,4,9576
PETSTA,Dogs,2,14.99,4.6,2330,2,2330
PETSWORLD,Cats,1,64.99,4.6,3015,1,3015
PETTOM,Cats,1,,4.4,728,1,728
PETTOM,Dogs,1,13.99,4.5,402,1,402
PHOEPET,Dogs,2,22.115,4.5,29434,12,29434
PICK FOR LIFE,Dogs,1,9.99,3.3,1527,1,1527
PICKUPIK,Dogs,1,8.99,4.7,484,1,484
PIFFZEDO,Dogs,1,17.99,4.3,3364,1,3364
PIKASEN,Dogs,1,,4.3,36,1,36
PIXRIY,Dogs,1,7.99,4.1,3274,1,3274
PJYuCien,Dogs,1,25.99,4.4,208,1,208
PL360,Cats,1,,4.5,68,1,68
PLANET POOP,Dogs,1,9.99,4.7,605,1,605
PLATO,Dogs,4,18.95,4.425,2603,12,2603
PLS Pet,Dogs,1,54.9,4.2,198,3,198
PLUTUS PET,Dogs,3,16.323333333333334,4.133333333333334,2866,5,2866
PODOO,Small Animals,1,9.99,4.2,595,1,595
POMIU,Dogs,1,11.99,4.0,1357,1,1357
POPETPOP,Dogs,2,11.39,3.5,40,2,40
PORDLIE,Dogs,1,20.12,4.0,1624,1,1624
PPOGOO,Dogs,1,19.95,4.4,20388,3,20388
PRAIRIE DOG PET PRODUCTS,Dogs,5,21.98,4.12,982,5,982
PRECISION PET,Dogs,1,62.95,4.5,618,2,618
PRN Pharmacal Inc,Dogs,1,14.45,4.3,219,1,219
PStarDMoon,Small Animals,1,19.99,4.3,1837,1,1837
PULEIDI,Dogs,1,36.98,4.2,223,1,223
PUPPBUDD,Dogs,2,45.99,3.8,15185,5,15185
PUPTECK,Dogs,8,16.49,4.2875,36146,17,36146
PUPTECK,Cats,4,13.556666666666667,4.35,11908,11,11908
PURINA Yesterday's News,Cats,1,,4.4,2233,1,2233
PURRCHED,Cats,1,37.99,4.7,59,1,59
PURRFECT FELINE,Cats,1,19.99,4.3,4120,4,4120
PURRfect Cat Toys,Cats,1,11.76,4.6,1301,4,1301
Pacific Pups Products supporting pacificpuprescue.com,Dogs,1,10.99,4.2,3213,1,3213
Panther Armor,Cats,1,24.99,4.4,7412,2,7412
Parisian Pet,Dogs,1,14.95,4.4,4502,10,4502
Parkland Pet,Dogs,1,44.99,4.4,17375,8,17375
Pat Your Pet,Dogs,1,14.92,4.6,37671,17,37671
Paw Choice,Dogs,1,14.87,4.3,2512,6,2512
Paw Inspired,Dogs,2,11.99,4.25,1334,3,1334
Paw Legend,Dogs,2,13.99,4.55,33053,13,33053
Paw Lifestyles,Dogs,4,16.95,4.6,29006,15,29006
Paw Naturaw,Dogs,1,,3.3,36,1,36
PawCare,Dogs,1,,3.5,12,1,12
PawFam,Dogs,1,,4.4,1244,1,1244
PawFlex,Dogs,1,41.95,3.8,1593,2,1593
PawFlex,Horses,1,11.95,3.6,347,1,347
PawHut,Birds,1,129.99,4.2,140,1,140
PawPail,Dogs,1,5.99,4.5,41,1,41
PawPawify,Dogs,1,16.99,4.5,758,1,758
Pawaboo,Dogs,3,18.656666666666666,4.1000000000000005,41182,8,41182
Pawaii,Dogs,1,34.99,4.7,221,1,221
Pawdoer,Dogs,1,11.99,4.5,958,1,958
Pawfect Pets,Dogs,1,49.99,4.6,1899,1,1899
Pawfly,Fish & Aquatic Pets,1,5.99,4.5,1211,1,1211
Pawluxury,Dogs,1,,3.4,97,4,97
Pawnana,Dogs,1,6.99,4.3,729,1,729
Paws & Pals,Dogs,3,37.31333333333334,4.3,9114,9,9114
Paws Aboard,Dogs,1,39.99,4.5,6884,1,6884
Paws of Kerry,Dogs,1,14.95,4.2,471,2,471
Pawstopia,Dogs,1,13.95,4.3,289,1,289
Pawstruck,Dogs,6,170.98200000000003,4.333333333333333,18120,16,18120
Pawtitas,Dogs,3,11.426666666666668,4.633333333333334,10853,4,10853
Pawtitas,Cats,1,9.99,4.5,2739,1,2739
Peak Pooch,Dogs,3,18.323333333333334,4.066666666666666,2656,4,2656
Peanuts for Pets,Dogs,1,10.99,4.6,398,1,398
Pecute,Cats,1,,4.0,243,1,243
Pecute,Dogs,1,79.99,4.4,530,1,530
Pedgot,Dogs,3,8.99,4.166666666666667,830,3,830
Pedigree,Dogs,16,23.5375,4.44375,129863,198,129863
Penn-Plax,Fish & Aquatic Pets,9,13.889999999999999,4.166666666666667,25448,11,25448
Penn-Plax,Birds,2,16.21,4.25,8824,4,8824
Penn-Plax,Dogs,1,219.99,4.3,574,1,574
Penn-Plax,Reptiles & Amphibians,1,34.7,4.4,9887,3,9887
Penn-Plax,Small Animals,1,7.78,4.4,162,1,162
Peppy Pooch,Dogs,1,,4.0,288,1,288
Perfect Coat,Dogs,1,,4.4,287,1,287
Peritas,Cats,1,69.99,4.3,3090,3,3090
Perri's,Dogs,1,35.95,4.3,5,1,5
Pet 'n Shape,Dogs,4,17.69,4.5,6996,17,6996
Pet Botanics,Dogs,1,12.99,4.6,306,1,306
Pet Brands,Dogs,1,,3.8,177,1,177
"Pet Center, Inc.",Dogs,1,,4.0,19,1,19
Pet Champion,Dogs,1,,4.4,551,1,551
Pet Craft Supply,Dogs,7,18.6,3.957142857142857,4144,11,4144
Pet Craft Supply,Cats,5,17.994999999999997,4.44,8676,22,8676
Pet Cuisine,Dogs,1,,4.4,391,3,391
Pet Dreams,Dogs,3,79.99,4.233333333333333,2664,4,2664
Pet Dwelling,Dogs,1,10.98,4.4,1639,1,1639
Pet Eden,Dogs,1,,4.0,175,1,175
Pet Factory,Dogs,3,20.513333333333335,4.366666666666667,11356,11,11356
Pet Faves,Dogs,1,9.9,4.6,1500,1,1500
Pet Fit For Life,Cats,1,35.95,4.5,583,2,583
Pet Gear,Dogs,10,104.92222222222222,4.36,30094,30,30094
Pet Gear,Cats,2,102.97999999999999,4.35,963,3,963
Pet Greens,Dogs,1,6.49,4.4,1307,1,1307
Pet Health Pharma,Cats,1,18.89,4.4,1818,3,1818
Pet King Brands,Cats,1,18.49,4.3,1407,1,1407
Pet King Brands,Dogs,1,14.99,4.7,1092,1,1092
Pet Life,Dogs,1,26.99,4.2,47,2,47
Pet Link,Dogs,1,23.33,4.1,3419,5,3419
Pet Magasin,Dogs,4,19.485,4.45,60450,26,60450
Pet Naturals,Cats,3,8.16,4.133333333333333,2923,8,2923
Pet Naturals,Dogs,2,8.25,4.300000000000001,1840,3,1840
Pet Paradise,Dogs,1,29.99,4.3,211,1,211
Pet Qwerks,Dogs,8,8.943999999999999,4.0625,94461,70,94461
Pet Soft,Dogs,3,14.32,4.3,3873,3,3873
Pet Union,Dogs,1,16.99,3.9,10528,2,10528
Pet Vitamin Co,Dogs,1,22.99,4.0,1751,1,1751
Pet Wellbeing,Cats,1,47.95,4.0,797,2,797
Pet's Company,Dogs,1,10.49,4.5,7091,1,7091
Pet-It Productions,Dogs,1,,3.8,151,1,151
PetANTastic,Dogs,2,9.45,4.7,30181,12,30181
PetAg,Dogs,5,62.18666666666667,4.4799999999999995,7009,5,7009
PetAmi,Dogs,5,29.79,4.6,36469,11,36469
PetArmor,Dogs,1,12.05,4.3,7118,3,7118
PetBed4Less,Dogs,1,11.95,4.4,403,1,403
PetBoBo,Dogs,2,12.58,3.75,1519,2,1519
PetBonus,Cats,1,5.99,4.7,4130,4,4130
PetBonus,Dogs,1,11.99,4.7,4504,3,4504
PetFusion,Cats,4,37.846666666666664,4.525,2706,10,2706
PetFusion,Dogs,4,32.82,4.6,6800,4,6800
PetHonesty,Dogs,2,24.49,4.25,10586,2,10586
PetHonesty,Cats,1,11.99,3.8,445,1,445
PetHub,Dogs,1,,4.8,29,1,29
PetKnowledgy,Dogs,1,,2.9,15,1,15
PetLike,Cats,1,11.99,4.7,1429,1,1429
PetLove,Dogs,1,11.99,4.2,4179,2,4179
PetNC Natural Care,Dogs,1,8.85,4.4,214,1,214
PetNova,Cats,1,24.95,4.3,327,1,327
PetProjekt,Dogs,1,,3.7,20,1,20
PetSafe,Dogs,49,63.2630303030303,4.173469387755102,389196,179,389196
PetSafe,Cats,14,59.2575,4.257142857142857,130397,45,130397
PetSport,Dogs,1,14.37,4.2,817,3,817
PetSpy,Dogs,2,64.49,3.9000000000000004,5580,2,5580
PetTech,Dogs,1,,3.9,2299,1,2299
PetUltimates,Dogs,1,35.95,4.4,2869,1,2869
Petall,Dogs,1,7.99,4.6,148,2,148
Petaste,Dogs,2,,3.5999999999999996,85,7,85
Petbobi,Dogs,3,15.323333333333332,3.9666666666666663,2629,10,2629
Petbotic,Dogs,1,49.99,3.5,70,1,70
Petcare,Dogs,2,11.88,4.25,1592,2,1592
Petco,Dogs,1,,3.7,6,1,6
Petego,Dogs,1,,4.1,114,1,114
Petest,Cats,1,27.99,4.1,52,1,52
Petest,Dogs,1,16.86,4.6,8831,7,8831
Pethiy,Dogs,2,20.99,4.3,822,3,822
Petiry,Dogs,1,7.99,4.6,1105,2,1105
Petkin,Dogs,1,28.99,4.7,1467,1,1467
Petlab Co.,Dogs,1,,4.5,32,1,32
Petlex,Cats,1,19.98,4.0,14,1,14
Petlinks,Cats,5,8.6825,4.0200000000000005,16502,14,16502
Petmate,Cats,10,36.725,4.2700000000000005,57412,49,57412
Petmate,Dogs,9,35.898,4.266666666666667,100391,64,100391
Petmegoo,Dogs,1,9.99,4.7,4501,1,4501
Petology,Dogs,1,34.99,4.6,27,1,27
Petoo,Dogs,1,24.99,4.6,999,1,999
Petparty,Dogs,4,10.99,4.1,2393,5,2393
Petper,Cats,1,,4.0,52,3,52
Petrainer,Dogs,2,36.99,4.0,8264,3,8264
Petrodex,Dogs,1,,4.6,15,1,15
Petronics,Dogs,1,,3.9,3308,3,3308
Petroom,Dogs,2,9.99,4.4,6201,3,6201
Pets Are Kids Too,Cats,1,17.67,4.2,3880,2,3880
Pets First,Dogs,2,10.99,4.35,126,2,126
Pets vv,Dogs,1,11.99,4.2,1224,1,1224
Pets&Goods,Dogs,1,8.98,4.5,1116,1,1116
PetsHome,Dogs,1,15.99,4.4,6029,2,6029
Petsfit,Cats,2,81.325,4.55,1436,2,1436
Petsfit,Dogs,1,18.99,4.0,412,1,412
Petstages,Dogs,5,9.49,4.32,53871,29,53871
Petyoung,Small Animals,1,18.99,2.8,163,1,163
PetzLife,Cats,1,,4.2,463,1,463
"Phydeaux, Enterprises Inc",Dogs,1,,4.3,35,1,35
Piang Gouer,Dogs,1,,4.1,20,1,20
PietyPet,Fish & Aquatic Pets,1,,4.4,105,1,105
Pieviev,Cats,1,23.99,4.4,59138,12,59138
Piggy Poo and Crew,Dogs,1,23.99,5.0,3,1,3
Pinkaholic New York,Dogs,1,,3.0,1,1,1
Pioneer Pet,Cats,2,14.315000000000001,3.8499999999999996,10631,7,10631
Pipidog,Cats,1,9.99,4.7,4019,2,4019
Pipidog,Dogs,1,11.99,4.7,1369,1,1369
Piskyet,Dogs,1,,4.8,47,1,47
Planet Dog,Dogs,3,20.99,4.0,10381,8,10381
Planet Pleasures,Birds,1,6.54,4.6,384,1,384
Platinum Pets,Dogs,4,26.400000000000002,4.35,9404,7,9404
Platinum Pets,Cats,2,17.95,4.0,287,3,287
PlayaPup,Dogs,2,9.99,3.9,582,2,582
Playology,Dogs,2,12.489999999999998,4.05,2661,3,2661
Podinor,Dogs,1,15.99,4.3,3618,1,3618
Pogi's Pet Supplies,Dogs,1,29.99,4.5,4762,2,4762
Pokeboo,Cats,1,7.0,3.3,138,1,138
Polar Aurora,Dogs,1,105.99,4.6,3090,3,3090
Polarduck,Cats,1,12.69,4.2,13857,2,13857
Polkadog,Dogs,1,66.59,4.6,2856,4,2856
Polly's,Birds,1,25.08,3.8,44,2,44
PoochMaison,Dogs,1,,3.4,10,1,10
PoochieBells,Dogs,1,14.62,4.6,780,1,780
Poohoo,Dogs,1,38.99,4.5,2121,1,2121
Potchen,Dogs,1,24.99,4.5,255,1,255
Pounce,Cats,1,,4.5,248,1,248
PowerKing,Cats,1,19.98,4.4,269,1,269
PoyPet,Dogs,7,18.867142857142856,4.514285714285714,88399,27,88399
Prairie Horse Supply,Horses,2,12.489999999999998,4.449999999999999,2441,3,2441
Precision Pet Products,Dogs,2,99.03,4.199999999999999,6567,3,6567
Preferhouse,Dogs,2,21.99,4.35,419,2,419
PremiPet,Dogs,1,28.99,4.4,114,1,114
Premo Probiotic,Cats,1,29.97,4.2,1113,3,1113
Presidio,Dogs,1,11.96,4.1,4809,5,4809
Prestige,Dogs,1,20.42,4.2,191,1,191
Prevue Hendryx,Birds,1,217.08,4.4,1940,1,1940
Prevue Pet Products,Birds,5,57.80200000000001,4.24,7570,7,7570
Prevue Pet Products,Cats,1,210.0,4.6,2316,1,2316
Primal Pet Gear,Dogs,1,13.95,4.7,3469,2,3469
PrimePets,Dogs,2,11.99,4.35,690,2,690
Primens,Dogs,1,33.99,4.3,8605,1,8605
Primetime Petz,Cats,1,,3.4,40,1,40
Pro Pet Works,Cats,1,,4.2,2131,1,2131
Pro Select,Dogs,2,149.255,3.9000000000000004,288,3,288
ProDen PlaqueOff,Cats,1,41.99,4.4,6216,4,6216
ProSense,Dogs,2,9.02,4.3,257,2,257
Prodigen,Cats,1,39.99,4.6,17414,1,17414
Prodigen,Dogs,1,36.99,4.6,1795,1,1795
Professional's Choice,Horses,1,19.98,4.5,399,1,399
Prosper Pet,Cats,1,24.99,4.7,6561,4,6561
Prosper Pets,Dogs,1,,4.3,322,1,322
Prosperity Pets,Dogs,1,,4.0,188,2,188
Protex PawZ,Dogs,1,19.0,3.6,8987,2,8987
Protover,Reptiles & Amphibians,1,17.99,4.4,57,1,57
Providence Engraving,Dogs,2,5.99,4.65,62342,11,62342
Pup-Peroni,Dogs,4,23.97,4.675,18806,19,18806
PupGrade,Dogs,1,17.95,3.9,35,1,35
Pupford,Dogs,2,25.990000000000002,4.4,14639,5,14639
Puppia,Dogs,7,16.62857142857143,4.428571428571429,43848,33,43848
Puppy Love,Reptiles & Amphibians,1,20.99,4.5,1638,1,1638
PuppyDoggy,Dogs,4,8.115,4.625,4272,15,4272
PureBites,Dogs,3,19.13,4.433333333333334,9213,9,9213
PureBites,Cats,1,8.99,4.5,5863,3,5863
Purina,Dogs,2,22.25,4.25,272,5,272
Purina ALPO Brand Dog Food,Dogs,2,7.87,4.45,478,2,478
Purina Beggin',Dogs,1,,4.8,10062,14,10062
Purina Beyond,Cats,2,9.49,4.4,7044,13,7044
Purina Beyond,Dogs,1,,3.9,105,3,105
Purina Cat Chow,Cats,2,29.16,4.699999999999999,15212,5,15212
Purina Fancy Feast,Cats,13,15.165,4.653846153846154,115621,176,115621
Purina Honest to Dog,Dogs,1,,4.4,775,8,775
Purina ONE,Dogs,5,37.379999999999995,4.7,55569,34,55569
Purina ONE,Cats,3,27.606666666666666,4.666666666666667,34990,33,34990
Purina Prime Bones,Dogs,1,15.19,4.5,9795,23,9795
Purina Pro Plan,Dogs,11,53.833333333333336,4.609090909090909,91101,104,91101
Purina Pro Plan,Cats,9,33.416000000000004,4.566666666666666,40092,43,40092
Purina Pro Plan Veterinary Diets,Dogs,1,30.99,4.7,39781,23,39781
Purina Tidy Cats,Cats,3,26.835,4.6000000000000005,12557,10,12557
Purple Dragon,Dogs,1,48.0,4.3,403,1,403
Purrdy Paws,Cats,1,11.99,3.7,88,2,88
Purrfect Arch,Cats,1,,3.8,3288,8,3288
Putvf,Dogs,1,,3.5,17,2,17
Python,Fish & Aquatic Pets,1,8.19,4.5,9991,6,9991
QBLEEV,Birds,1,15.95,4.4,1671,2,1671
QDAN,Dogs,1,15.99,4.4,6586,1,6586
QIAONIUNIU,Dogs,1,12.52,4.0,91,1,91
QIAOQI,Dogs,1,29.99,4.0,423,1,423
QLIFE,Cats,1,42.99,4.4,209,2,209
QQPETS,Dogs,5,13.59,4.4399999999999995,18801,5,18801
QUEENS NOSE,Dogs,1,172.22,4.5,291,1,291
QUMY,Dogs,5,16.19,4.04,44616,11,44616
QUMY,Fish & Aquatic Pets,1,10.99,4.5,5571,3,5571
QWINEE,Cats,1,4.99,4.2,17,1,17
QWINEE,Dogs,1,13.99,4.2,18,1,18
QayKy,Dogs,1,41.99,4.7,40,1,40
QiCheng&LYS,Dogs,1,9.99,4.0,44,1,44
Qiaosite,Dogs,1,14.98,4.6,435,1,435
QingLuo,Dogs,1,11.99,4.4,1154,1,1154
Qisiewell,Cats,1,,3.9,112,1,112
Queenmore,Dogs,7,23.847142857142853,4.5285714285714285,15920,11,15920
Quickun,Fish & Aquatic Pets,1,7.99,3.8,1496,1,1496
Quiet Spot,Dogs,1,13.99,4.6,3086,1,3086
Quiko,Birds,1,,4.6,600,4,600
RC Pet Products,Dogs,15,16.58,4.52,24367,28,24367
REDLINE K-9,Dogs,1,19.99,4.6,71,1,71
REMOVEURINE,Cats,1,57.99,4.0,1710,3,1710
REPTI ZOO,Reptiles & Amphibians,1,481.2,4.5,436,1,436
REQIHO,Dogs,1,11.99,4.4,97,1,97
RIOGOO,Dogs,1,39.99,4.4,9715,7,9715
ROJECO,Cats,1,38.99,3.9,111,1,111
ROK Strap,Dogs,1,36.99,4.7,108,1,108
ROMANTIC BEAR,Dogs,1,23.99,4.0,75,1,75
ROYAL PAW,Dogs,1,35.95,4.7,2934,1,2934
ROZKITCH,Dogs,1,24.99,3.5,18,1,18
RQM Pet,Dogs,1,,3.8,164,1,164
RRQKMBO,Dogs,1,13.99,4.0,311,1,311
RUFFWEAR,Dogs,10,46.25333333333333,4.4799999999999995,22463,11,22463
Rabeltoff,Dogs,1,19.8,4.6,171,1,171
Rachael Ray Nutrish,Cats,5,13.94,4.4399999999999995,4748,9,4748
Rachael Ray Nutrish,Dogs,4,11.49,4.5,6314,11,6314
Ranch Rewards,Dogs,1,,2.9,37,1,37
Raw Paws,Dogs,1,37.99,4.5,249,1,249
Real Meat,Dogs,1,33.99,4.7,413,1,413
Red Dingo,Dogs,3,17.535,4.133333333333334,734,3,734
Redbarn Pet Products,Dogs,3,91.89,4.3999999999999995,1612,8,1612
Regal Dog Products,Dogs,1,15.99,4.6,1256,1,1256
Reginary,Dogs,1,19.98,4.2,367,1,367
Reopet,Cats,1,13.99,4.5,34884,8,34884
Repashy,Fish & Aquatic Pets,1,29.99,4.8,349,1,349
Resco,Cats,1,16.99,4.4,666,3,666
Resco,Dogs,1,,4.5,542,1,542
Rest-Eazzzy,Cats,1,6.99,4.7,10380,2,10380
Revival Animal Health,Dogs,1,,4.5,1614,1,1614
Richell,Dogs,1,,4.4,931,1,931
Rite Farm Products,Birds,1,7.89,4.4,15,1,15
Rmolitty,Dogs,2,12.99,4.2,7607,2,7607
RoadRunner,Dogs,1,,4.2,7,1,7
Rockever,Small Animals,1,185.99,3.6,601,1,601
Rogz,Dogs,6,14.297999999999998,4.433333333333334,5042,9,5042
Roses&Poetry,Dogs,1,21.69,4.4,50,1,50
Rosewood Pet,Dogs,1,16.33,4.3,885,1,885
Rosfim,Cats,1,27.99,4.1,126,1,126
Roteem,Dogs,1,12.99,4.1,53,1,53
Royal Canin,Dogs,14,55.87285714285714,4.5928571428571425,17508,21,17508
Royal Canin,Cats,5,45.080000000000005,4.6,9715,8,9715
Roypet,Cats,1,75.99,4.0,891,1,891
Rubie's,Dogs,9,20.31,3.9777777777777774,5849,9,5849
Rubit,Dogs,3,9.95,4.3999999999999995,2236,4,2236
Ruff 'n Ruffus,Dogs,2,21.47,4.6,12809,4,12809
