brand,product_count,avg_price,median_price,avg_rating,total_rating_number,total_review_count,avg_review_rating,avg_verified_purchase_ratio,animal_types_count,product_types_count,demand_proxy,brand_strength_score
NWK,1,9.99,9.99,4.1,3582,1,3.0,1.0,1,1,3582,33.55421844095031
K9 Ballistics,1,59.0,59.0,4.1,3573,1,5.0,1.0,1,1,3573,33.54390685244943
biOrb,1,6.99,6.99,4.7,3565,1,5.0,1.0,1,1,3565,38.442239052588505
VICTHY,1,7.59,7.59,4.2,3561,1,1.0,1.0,1,1,3561,34.34792534816835
petalage,1,33.59,33.59,4.6,3557,2,5.0,1.0,1,1,3557,37.61398779383859
Merry Pet,1,,,4.2,3549,4,4.0,1.0,1,1,3549,34.33375210637174
Sancho & Lola's Closet,3,20.49,20.49,4.3999999999999995,3541,5,4.444444444444445,1.0,1,1,3541,35.95876600070822
D&W Innovations,1,14.99,14.99,3.9,3536,1,2.0,1.0,1,1,3536,31.867033337901372
STRELLALAB,2,34.91,34.91,4.5,3514,3,5.0,1.0,1,1,3514,36.741576619101444
Cesar Millan,3,37.49,37.49,3.9,3507,3,4.333333333333333,1.0,1,2,3507,31.834925278619085
SCIROKKO,3,9.74,9.74,4.2,3502,3,5.0,1.0,2,2,3502,34.27777509742944
Neekor,1,17.99,17.99,4.5,3495,2,3.0,1.0,1,1,3495,36.717186315489414
Dazzber,1,15.99,15.99,4.6,3488,1,5.0,1.0,1,1,3488,37.52390402945916
Primal Pet Gear,1,13.95,13.95,4.7,3469,2,4.0,1.0,1,1,3469,38.313976402822256
LEJGEQR,1,9.99,9.99,4.4,3464,1,5.0,1.0,1,1,3464,35.86205881114562
Zunea,2,14.23,14.23,4.199999999999999,3463,2,4.0,1.0,1,1,3463,34.230752932665766
GloFish,3,10.64,6.9,4.2,3462,5,3.4444444444444446,0.3333333333333333,1,1,3462,34.22954028649018
pranovo,1,9.59,9.59,4.4,3459,2,4.5,1.0,1,1,3459,35.855705019427795
Triumph,1,15.99,15.99,4.2,3437,26,4.538461538461538,0.9230769230769231,1,1,3437,34.199109780959745
PET ARTIST,1,24.99,24.99,4.7,3425,1,4.0,1.0,1,1,3425,38.25399879075511
Pet Link,1,23.33,23.33,4.1,3419,5,3.8,1.0,1,1,3419,33.363322903232266
Sycoodeal,1,20.39,20.39,4.3,3415,3,4.333333333333333,0.6666666666666666,1,1,3415,34.985769886106375
CRAZY LIBERTY,1,14.89,14.89,4.3,3380,2,4.5,1.0,1,1,3380,34.941485251643904
ANWA,1,29.98,29.98,4.6,3370,3,5.0,0.0,1,1,3370,37.365637690076674
URPOWER,3,21.990000000000002,21.990000000000002,4.366666666666666,3368,3,3.0,0.6666666666666666,1,2,3368,35.46768776287528
PIFFZEDO,1,17.99,17.99,4.3,3364,1,5.0,1.0,1,1,3364,34.92108794093896
Colorday,2,37.47,37.47,4.3,3360,2,4.0,0.5,1,2,3360,34.91597345921795
ThunderLeash,1,,,4.2,3360,2,2.5,0.5,1,1,3360,34.103974076445446
KROSER,2,34.49,34.49,4.4,3359,4,4.5,0.3333333333333333,1,1,3359,35.7266635130119
WNPETHOME,1,29.68,29.68,4.4,3353,1,5.0,1.0,1,1,3353,35.71879934648588
Cirfifth,1,9.99,9.99,4.6,3347,1,5.0,1.0,1,1,3347,37.334144785403076
TR pet,2,,,3.7,3342,2,5.0,1.0,1,1,3342,30.024108379754363
Mars Coat King,2,29.490000000000002,29.490000000000002,4.550000000000001,3331,5,5.0,1.0,1,1,3331,36.90654241495464
DOYOO,1,,,4.6,3324,4,4.25,0.25,1,1,3324,37.30243478421379
LMOBXEVL,1,16.98,16.98,4.3,3317,1,5.0,1.0,1,1,3317,34.86060512422668
Petronics,1,,,3.9,3308,3,3.6666666666666665,1.0,1,1,3308,31.60716510089429
FrontPet,1,74.99,74.99,4.3,3302,1,4.0,1.0,1,1,3302,34.84112162918039
Booster Bath,1,174.99,174.99,4.5,3290,1,2.0,1.0,1,1,3290,36.44526037024502
Purrfect Arch,1,,,3.8,3288,8,3.125,0.875,1,1,3288,30.773687615518412
YEIRVE,1,10.88,10.88,4.3,3287,1,5.0,1.0,1,1,3287,34.821549451557104
WALKTOFINE,1,26.99,26.99,4.5,3278,1,5.0,1.0,1,1,3278,36.42882199580092
Tempcore,1,24.99,24.99,4.3,3275,1,5.0,1.0,1,1,3275,34.80582731338373
PIXRIY,1,7.99,7.99,4.1,3274,1,3.0,1.0,1,1,3274,33.18569990708434
Soft Claws,3,13.973333333333334,13.37,3.8000000000000003,3256,4,4.5,1.0,1,1,3256,30.73653486004969
ZIWI,4,55.09,55.09,4.275,3255,7,4.666666666666666,0.4583333333333333,2,2,3255,34.57728895844839
GingerLead,1,69.95,69.95,4.3,3232,1,5.0,1.0,1,1,3232,34.74901284421936
lesypet,2,17.99,17.99,4.300000000000001,3228,2,5.0,0.5,1,1,3228,34.74368941426059
Pacific Pups Products supporting pacificpuprescue.com,1,10.99,10.99,4.2,3213,1,5.0,1.0,1,1,3213,33.91614049444932
ZTON,1,9.98,9.98,4.4,3212,1,2.0,1.0,1,1,3212,35.52982558010978
AIBORS,1,49.99,49.99,4.1,3203,1,4.0,1.0,1,1,3203,33.095836763571825
haoyueer,2,15.489999999999998,15.489999999999998,4.3,3195,2,4.0,1.0,1,1,3195,34.69951781961051
tobeDRI,1,12.99,12.99,4.7,3194,1,5.0,1.0,1,1,3194,37.92590912401469
WEONE,1,12.98,12.98,4.4,3180,1,5.0,1.0,1,1,3180,35.48578392369623
Canine Friendly,2,15.99,15.99,4.05,3175,3,4.0,1.0,1,1,3175,32.656680180586456
Jolly Barks,2,19.95,19.95,4.05,3172,4,5.0,1.0,1,1,3172,32.65285280591194
COODIA,1,15.99,15.99,4.2,3171,1,5.0,1.0,1,1,3171,33.860893847569905
Doggie Stylz,4,29.3675,28.244999999999997,4.300000000000001,3166,4,4.75,1.0,1,1,3166,34.660322200116155
Kitty Holster,1,26.95,26.95,4.4,3161,3,3.6666666666666665,1.0,1,1,3161,35.459424078185435
Jungle Calling,1,14.99,14.99,4.5,3141,3,5.0,1.0,1,1,3141,36.23676668467005
Habitrail,2,66.28,66.28,4.199999999999999,3140,3,5.0,1.0,1,1,3140,33.81964529806231
Custom Catch,1,22.95,22.95,4.7,3132,5,4.4,0.8,1,1,3132,37.8338075674753
OXO,1,,,4.7,3131,5,5.0,1.0,1,1,3131,37.832307168420265
The Dog's Balls,1,13.99,13.99,4.2,3130,1,5.0,1.0,1,1,3130,33.806252429570904
jenico,1,15.95,15.95,4.5,3096,1,5.0,1.0,1,1,3096,36.171851309879415
Better Belly,1,8.88,8.88,4.6,3090,6,3.1666666666666665,0.8333333333333334,1,1,3090,36.96674973380773
Peritas,1,69.99,69.99,4.3,3090,3,5.0,1.0,1,1,3090,34.5558747511681
Polar Aurora,1,105.99,105.99,4.6,3090,3,3.3333333333333335,1.0,1,1,3090,36.96674973380773
LUXJA,1,16.99,16.99,4.5,3086,1,1.0,1.0,1,1,3086,36.15729761025971
Quiet Spot,1,13.99,13.99,4.6,3086,1,5.0,1.0,1,1,3086,36.96079311270993
Aiitle,1,11.99,11.99,4.2,3077,1,2.0,1.0,1,1,3077,33.734548320475064
ICHOUE,2,18.985,18.985,4.5,3073,3,5.0,0.0,1,2,3073,36.13830715844343
LOPHIPETS,2,16.49,16.49,4.35,3063,2,5.0,1.0,1,1,3063,34.9195229092431
Herbsmith,1,14.99,14.99,4.2,3061,4,4.5,1.0,1,1,3061,33.71265902011404
JdPet,1,34.95,34.95,4.6,3053,2,5.0,1.0,1,1,3053,36.911354434581455
Harrison's Bird Foods,2,113.48,113.48,4.7,3052,4,4.75,1.0,1,1,3052,37.71223596585393
American Cat Club,1,16.24,16.24,4.2,3050,1,4.0,1.0,1,1,3050,33.69754367581002
Msicyness,1,16.95,16.95,4.3,3049,2,3.0,1.0,1,1,3049,34.498456539286266
ZENY,1,75.49,75.49,4.6,3025,1,5.0,1.0,1,1,3025,36.868985714002186
PETSWORLD,1,64.99,64.99,4.6,3015,1,4.0,1.0,1,1,3015,36.85375895398809
Strawfield Pets,3,19.95,19.95,4.266666666666667,3005,3,3.6666666666666665,1.0,2,2,3005,34.16902643333513
Mogoko,1,15.99,15.99,4.2,3004,1,5.0,1.0,1,1,3004,33.633737957271094
Extreme Dog Fence,1,13.95,13.95,4.6,2983,1,1.0,1.0,1,1,2983,36.80469182208879
San Francisco Bay Brand,1,6.95,6.95,4.1,2978,1,2.0,1.0,1,1,2978,32.79730610612445
Mighty Petz,2,24.95,24.95,4.25,2972,2,3.5,1.0,1,2,2972,33.988638997741916
Drymate,1,54.99,54.99,4.5,2969,1,3.0,1.0,1,1,2969,35.983427543085355
Wnoke,1,19.99,19.99,4.6,2955,2,5.0,1.0,1,1,2955,36.76132449751322
ZuPreem,2,34.245000000000005,34.245000000000005,4.7,2952,15,4.857142857142858,1.0,1,1,2952,37.55571134419644
ROYAL PAW,1,35.95,35.95,4.7,2934,1,5.0,0.0,1,1,2934,37.526974841632324
XIRGS,1,23.99,23.99,4.1,2933,2,3.5,1.0,1,1,2933,32.734900030682
MayPaw,2,11.99,11.99,4.6,2930,3,4.75,0.75,1,2,2930,36.7222551272701
Jusney,1,11.99,11.99,4.6,2908,1,5.0,1.0,1,1,2908,36.687597429077925
NESTROAD,1,28.99,28.99,4.4,2901,1,5.0,1.0,1,1,2901,35.081883907154186
WeinaBingo,1,8.99,8.99,4.5,2896,1,5.0,1.0,1,1,2896,35.87143948996208
BTINESFUL,2,18.99,18.99,4.6,2891,3,5.0,0.5,1,1,2891,36.66063648308181
LOONEY TUNES,1,11.99,11.99,4.5,2888,1,5.0,1.0,1,1,2888,35.85899565209806
PetUltimates,1,35.95,35.95,4.4,2869,1,5.0,1.0,1,1,2869,35.03309615851614
PLUTUS PET,3,16.323333333333334,16.99,4.133333333333334,2866,5,4.666666666666667,0.3333333333333333,1,2,2866,32.90555539231793
Best Choice Products,3,149.99,149.99,4.366666666666666,2863,3,5.0,0.3333333333333333,2,3,2863,34.758555439285004
Polkadog,1,66.59,66.59,4.6,2856,4,5.0,1.0,1,1,2856,36.60462605026155
tomxcute,1,53.99,53.99,4.3,2846,1,5.0,1.0,1,1,2846,34.20229067529556
Dogwidgets,1,,,4.0,2845,1,3.0,1.0,1,1,2845,31.81467911459919
MOACC,1,10.99,10.99,4.3,2836,1,4.0,1.0,1,1,2836,34.18716046967806
TIMINGILA,1,39.99,39.99,4.4,2830,1,5.0,1.0,1,1,2830,34.97289525449236
BWOGUE,2,13.99,13.99,4.4,2816,6,4.333333333333334,1.0,2,2,2816,34.951082178656044
Ultra Paws,2,37.95,37.95,4.35,2802,4,4.25,0.5,1,1,2802,34.53223814756683
Smart Dog,1,19.99,19.99,2.5,2798,1,2.0,1.0,1,1,2798,19.842543723788634
Nado care,1,27.95,27.95,4.5,2789,1,5.0,1.0,1,1,2789,35.70208593666935
Fairsh,1,17.99,17.99,4.2,2775,1,2.0,1.0,1,1,2775,33.30081855083212
PACCOMFET,1,,,4.2,2763,1,5.0,1.0,1,1,2763,33.282623576527754
MADE 4 PETS,1,35.99,35.99,4.4,2759,1,4.0,1.0,1,1,2759,34.861138218329266
Eterish,1,37.99,37.99,4.7,2750,1,5.0,1.0,1,1,2750,37.2226828763455
earthbath,2,16.99,16.99,4.5,2742,4,4.666666666666666,1.0,1,1,2742,35.625633709219215
BELPRO,1,36.99,36.99,4.4,2729,1,5.0,1.0,1,1,2729,34.81305030798763
Starplast,1,93.98,93.98,4.2,2726,2,4.5,1.0,1,1,2726,33.22602100795147
lovyoCoCo,1,14.97,14.97,4.7,2726,1,5.0,1.0,1,1,2726,37.18149969937427
VinDox,2,13.98,13.98,4.449999999999999,2722,3,5.0,1.0,1,1,2722,35.197228242398225
Moontay,1,38.99,38.99,4.5,2722,1,5.0,1.0,1,1,2722,35.59270271703192
planopaws,1,21.99,21.99,4.1,2687,1,5.0,0.0,1,1,2687,32.375866076736465
FAYOGOO,2,16.99,16.99,4.15,2686,3,4.0,0.5,2,2,2686,32.769149525754294
PETAGE,1,9.99,9.99,4.4,2678,3,4.666666666666667,0.6666666666666666,1,1,2678,34.73007502599628
Pet Dreams,3,79.99,79.99,4.233333333333333,2664,4,3.8333333333333335,0.6666666666666666,1,2,2664,33.39236119160643
Playology,2,12.489999999999998,12.489999999999998,4.05,2661,3,4.25,0.0,1,1,2661,31.941673645767978
DELIFUR,1,19.99,19.99,4.5,2660,2,2.0,1.0,1,1,2660,35.489057719399604
Peak Pooch,3,18.323333333333334,12.99,4.066666666666666,2656,4,4.833333333333333,1.0,1,1,2656,32.065475312756575
CEVICOLZE,1,36.99,36.99,4.2,2655,2,3.0,0.5,1,1,2655,33.11522134450456
Fat Cat,3,5.843333333333334,6.26,3.633333333333333,2650,4,3.0,0.6666666666666666,1,3,2650,28.640448349516788
QIAOQI,2,29.99,29.99,4.0,2648,2,4.5,0.5,2,1,2648,31.52774995708828
Finest For Pets,2,24.35,24.35,4.3,2644,4,5.0,1.0,1,1,2644,33.88583328045732
YUDOTE,1,9.99,9.99,4.7,2632,1,5.0,1.0,1,1,2632,37.016632049632655
Petbobi,3,15.323333333333332,17.99,3.9666666666666663,2629,10,3.9285714285714284,0.6190476190476191,1,3,2629,31.236465196514846
K9 Pro,1,19.95,19.95,4.5,2627,1,3.0,1.0,1,1,2627,35.432902708220254
Bergan,1,,,4.4,2619,1,5.0,1.0,1,1,2619,34.63209022572263
Emerald Pet,1,5.99,5.99,4.2,2609,4,4.75,1.0,1,1,2609,33.0418431013303
PLATO,4,18.95,11.79,4.425,2603,12,4.854166666666667,0.0625,1,2,2603,34.80175771472843
Homimp,1,17.95,17.95,4.5,2603,1,1.0,1.0,1,1,2603,35.39161801497807
ARTERO,1,,,4.7,2596,1,5.0,1.0,1,1,2596,36.951927394814916
MeowWow,2,16.99,16.99,4.35,2590,2,5.0,1.0,1,1,2590,34.19012643544517
CHAMPETS,1,19.79,19.79,4.2,2590,2,5.0,1.0,1,1,2590,33.01115655836086
Heavenly Hounds,1,11.99,11.99,4.3,2590,1,3.0,1.0,1,1,2590,33.79713647641707
Furniture Defender,1,9.9,9.9,4.3,2582,1,5.0,1.0,1,1,2582,33.78383921031211
PET SHOW,3,16.656666666666666,13.99,4.533333333333334,2568,4,4.0,1.0,2,2,2568,35.59243305356481
COZIWOW,2,56.989999999999995,56.989999999999995,3.8,2568,2,1.5,1.0,2,2,2568,29.834833589017556
Elevation Lab,1,59.95,59.95,4.6,2567,2,3.0,1.0,1,1,2567,36.11406025812531
Lu&Ba,1,48.99,48.99,4.3,2561,1,5.0,0.0,1,1,2561,33.74873697456372
leconpet,1,7.99,7.99,3.6,2561,1,4.0,1.0,1,1,2561,28.254756536844045
Weewooday,4,16.323333333333334,14.99,4.375,2560,4,5.0,1.0,2,2,2560,34.335669752122925
Dogs Kingdom,3,10.12,8.99,4.3999999999999995,2555,3,3.6666666666666665,1.0,1,1,2555,34.523274788188665
Vaburs,1,12.99,12.99,4.7,2549,1,5.0,1.0,1,1,2549,36.86608859931662
Current USA,1,99.99,99.99,4.3,2542,1,5.0,1.0,1,1,2542,33.71672899131511
Casual Canine,4,12.770000000000001,12.56,4.25,2537,5,4.25,1.0,1,2,2537,33.31630950516592
Ocu-GLO,1,81.25,81.25,4.5,2535,3,5.0,1.0,1,1,2535,35.27254492000702
WONDERPUP,1,,,4.3,2530,1,5.0,1.0,1,1,2530,33.69638997034403
AUTOWT,2,15.99,15.99,4.55,2516,2,4.5,0.5,1,1,2516,35.630244627865686
Paw Choice,1,14.87,14.87,4.3,2512,6,4.666666666666667,0.8333333333333334,1,1,2512,33.66569991143744
Tresbro,2,29.490000000000002,29.490000000000002,4.05,2511,2,5.0,1.0,1,1,2511,31.70677983673176
Amazing Dog Treats,4,20.656666666666666,17.99,4.125,2507,5,4.625,0.75,1,1,2507,32.287368719730345
Dbeans Flourithing,1,7.39,7.39,4.1,2505,1,5.0,1.0,1,1,2505,32.08841685536965
Pet King Brands,2,16.74,16.74,4.5,2499,2,5.0,1.0,2,2,2499,35.20820704885331
Siensync,1,,,4.4,2494,2,5.0,1.0,1,1,2494,34.41699363601673
Working Service Dog,1,34.95,34.95,4.6,2491,1,5.0,1.0,1,1,2491,35.975868047573776
Chew + Heal Labs,2,19.98,19.98,4.4,2485,3,2.5,0.5,1,1,2485,34.40109319711089
Ortz,2,9.99,9.99,3.1,2482,3,2.0,1.0,1,2,2482,24.233390635075317
SHAMELESS PETS,2,11.99,11.99,4.5,2473,4,5.0,0.16666666666666666,2,1,2473,35.16116198828595
Croci,1,10.99,10.99,4.7,2464,2,4.5,1.0,1,1,2464,36.706751306440914
SANWOOD,1,5.2,5.2,4.0,2463,1,4.0,1.0,1,1,2463,31.23816529861364
Mighty Paw,3,15.99,18.99,4.3999999999999995,2450,3,3.6666666666666665,0.6666666666666666,1,1,2450,34.33870608752369
JOEJOY,1,25.99,25.99,4.3,2448,1,3.0,1.0,1,1,2448,33.55477074489432
Dogtra,2,92.49,92.49,4.300000000000001,2441,3,3.75,1.0,1,1,2441,33.5424624150838
Prairie Horse Supply,2,12.489999999999998,12.489999999999998,4.449999999999999,2441,3,5.0,1.0,1,1,2441,34.71254831328439
Esosy,2,19.99,19.99,4.45,2440,3,5.0,1.0,1,2,2440,34.710725663248674
Hydrapeak,1,27.95,27.95,4.7,2434,2,5.0,0.0,1,1,2434,36.649199566928445
JimHodgesDogTraining - Grade A Antler Dog Chews,1,28.94,28.94,4.6,2428,3,4.666666666666667,1.0,1,1,2428,35.858080673409994
Sassy Dog Wear,7,11.807142857142859,11.4,4.428571428571429,2420,11,4.821428571428571,0.8571428571428571,1,1,2420,34.507144952154256
The Blissful Dog,2,12.469999999999999,12.469999999999999,4.55,2419,2,4.5,1.0,1,1,2419,35.45142882713583
Veterinary Formula,1,,,4.6,2399,1,5.0,1.0,1,1,2399,35.80283047514577
Petparty,4,10.99,10.99,4.1,2393,5,4.5,0.75,1,1,2393,31.900955633083463
Top Performance,5,53.385,54.529999999999994,4.32,2372,5,4.2,1.0,2,2,2372,33.5746523078025
IPETS,1,,,4.0,2361,2,4.5,0.5,1,1,2361,31.06905598702923
KittyStar,1,25.99,25.99,3.9,2360,1,4.0,1.0,1,1,2360,30.2906780946335
Woofhoof,1,9.95,9.95,4.7,2354,2,5.0,1.0,1,1,2354,36.49219123031744
Gyuzh,2,27.49,27.49,4.25,2353,2,5.0,1.0,1,1,2353,32.99645297323594
Midlee,4,16.326666666666664,16.99,4.199999999999999,2349,4,4.75,0.75,1,2,2349,32.60111654998045
PETSTA,2,14.99,14.99,4.6,2330,2,5.0,1.0,1,1,2330,35.66864213956448
Nemeth Farms,1,62.99,62.99,4.5,2326,2,5.0,1.0,1,1,2326,34.88550823486032
Spunky pup,3,11.013333333333334,10.1,4.266666666666667,2321,3,4.333333333333333,1.0,1,1,2321,33.067452425633434
Gavenia,1,18.99,18.99,4.5,2313,1,4.0,1.0,1,1,2313,34.8602980848913
HDP,4,24.697499999999998,17.03,4.2,2300,7,4.0625,1.0,2,3,2300,32.51261617814854
PetTech,1,,,3.9,2299,1,3.0,1.0,1,1,2299,30.18859116747724
Northfin,1,37.83,37.83,4.6,2298,1,5.0,1.0,1,1,2298,35.60505581391063
BOBIBI,1,3.9,3.9,4.2,2297,5,3.4,1.0,1,1,2297,32.50713672531655
Sterling,2,,,4.1,2291,4,4.5,0.5,2,2,2291,31.72243831912198
Native Pup,3,11.99,12.99,4.7,2285,3,3.6666666666666665,0.6666666666666666,1,1,2285,36.35242656846735
Malier,4,31.490000000000002,31.490000000000002,4.225,2284,5,4.875,0.75,2,2,2284,32.67666250656208
ZOOPOLR,1,12.99,12.99,4.6,2284,2,3.0,1.0,1,1,2284,35.5769579953102
Odorcide,2,50.95,50.95,4.5,2280,5,2.875,1.0,2,2,2280,34.79566150027974
Yummy Combs,1,,,4.6,2278,2,4.0,1.0,1,1,2278,35.564863334530145
FUAMEY,1,43.99,43.99,4.6,2277,2,4.0,1.0,1,1,2277,35.562844462432786
Humorous.P,1,20.99,20.99,4.4,2263,1,5.0,1.0,1,1,2263,33.98950913302153
Wonder Bound,2,27.51,27.51,4.4,2260,4,4.333333333333333,0.5,1,2,2260,33.98367487802307
FIDO NATURALS,2,23.990000000000002,23.990000000000002,4.75,2259,6,4.333333333333333,1.0,1,2,2259,36.68482043826507
HUSUKU,1,9.59,9.59,4.3,2254,1,5.0,1.0,1,1,2254,33.19989258332815
Nudges,2,5.98,5.98,4.7,2249,3,5.0,0.5,1,1,2249,36.27782182743279
Cat-Man-Doo,1,38.99,38.99,4.7,2240,3,4.666666666666667,1.0,1,1,2240,36.25898412686436
Rubit,3,9.95,9.95,4.3999999999999995,2236,4,4.333333333333333,1.0,1,1,2236,33.93672023055657
Diamond Naturals Grain Free,1,,,4.6,2236,4,4.5,1.0,1,1,2236,35.4792984228546
PURINA Yesterday's News,1,,,4.4,2233,1,5.0,1.0,1,1,2233,33.93081551036825
TONY HOBY,2,15.989999999999998,15.989999999999998,4.35,2229,2,3.0,1.0,1,1,2229,33.537442360375614
HAPEE,1,15.99,15.99,4.3,2227,2,4.0,1.0,1,1,2227,33.14809628450285
Bubba Rose Biscuit Company,1,18.99,18.99,3.7,2220,1,1.0,1.0,1,1,2220,28.511137448409382
BUUOC,1,35.99,35.99,4.5,2208,1,5.0,1.0,1,1,2208,34.65132841539052
VANKEAN,1,36.99,36.99,4.2,2196,4,3.5,0.5,1,1,2196,32.31836190401536
Go Go Cute Puppy,1,12.99,12.99,4.6,2195,3,3.6666666666666665,1.0,1,1,2195,35.39420689209533
GoPets,1,34.99,34.99,4.5,2192,4,4.0,0.75,1,1,2192,34.61861586788049
HINMAY,1,6.98,6.98,4.8,2178,1,5.0,1.0,1,1,2178,36.895782407734174
PAZ'S GIFT,2,12.99,12.99,4.3,2174,2,4.5,0.5,1,1,2174,33.044570957147975
Kukaster Pet,1,20.99,20.99,4.4,2169,1,5.0,1.0,1,1,2169,33.80292276475183
Bark Lover,2,11.49,11.49,4.25,2164,4,4.0,0.5,1,2,2164,32.64074647185551
Mroobest,1,6.21,6.21,4.7,2142,1,5.0,1.0,1,1,2142,36.04882137872581
The Tick Key,1,9.99,9.99,4.6,2142,1,5.0,1.0,1,1,2142,35.281825179178455
Mofason,1,16.99,16.99,4.5,2134,1,3.0,1.0,1,1,2134,34.497998665482264
Pro Pet Works,1,,,4.2,2131,1,4.0,1.0,1,1,2131,32.19222629820009
Ware Manufacturing,5,29.682,15.46,4.34,2123,6,4.9,1.0,3,4,2123,33.24898469945034
Poohoo,1,38.99,38.99,4.5,2121,1,5.0,1.0,1,1,2121,34.47051443628268
Hamiledyi,2,16.99,16.99,4.35,2113,2,5.0,0.5,1,2,2113,33.3050666739713
PARTYSAVING,1,18.6,18.6,4.1,2103,2,4.5,1.0,1,1,2103,31.37154185281616
Fussie Cat,1,41.95,41.95,4.6,2100,1,5.0,1.0,1,1,2100,35.190776023887
Bayer Animal Health,2,,,4.5,2098,3,4.0,1.0,1,2,2098,34.42147343919285
Arf Pets,4,89.87,89.87,4.2,2096,5,3.625,1.0,2,4,2096,32.12270472978807
Yunleparks,1,15.99,15.99,4.4,2092,1,5.0,1.0,1,1,2092,33.6439563787624
EverNary,1,29.99,29.99,4.4,2086,1,5.0,1.0,1,1,2086,33.63132479113968
Toozey,2,90.99,90.99,4.4,2083,2,5.0,0.5,2,2,2083,33.62499537264234
uxcell,2,24.990000000000002,24.990000000000002,4.45,2081,2,5.0,1.0,1,1,2081,34.002824908828366
LeerKing,1,21.99,21.99,4.7,2078,1,5.0,0.0,1,1,2078,35.90631875293266
Dog Diggin Designs,1,14.45,14.45,4.5,2076,1,5.0,1.0,1,1,2076,34.37405920744251
Buffalo Range,1,9.99,9.99,4.6,2073,2,5.0,1.0,1,1,2073,35.13127818843157
Casper,1,,,4.4,2069,1,1.0,1.0,1,1,2069,33.595337099541425
SWEEJAR,1,16.99,16.99,4.6,2067,1,4.0,1.0,1,1,2067,35.11795128389027
hotspot pets,3,50.63,54.99,4.2,2066,4,4.5,0.6666666666666666,1,1,2066,32.06218495066343
ATESON,1,22.99,22.99,4.2,2049,1,5.0,1.0,1,1,2049,32.02749930295631
Tinaco,1,45.86,45.86,4.1,2047,3,3.6666666666666665,0.0,1,1,2047,31.26093784325353
Vetflix,1,29.89,29.89,4.3,2046,4,4.25,1.0,1,1,2046,32.783761518343546
GabeFish,2,23.490000000000002,23.490000000000002,3.9,2045,2,5.0,1.0,2,2,2045,29.732203591395127
CONAIRPRO dog & cat,2,24.490000000000002,24.490000000000002,4.5,2020,2,4.0,1.0,1,1,2020,34.251064728316294
WOWOWMEOW,1,16.99,16.99,4.5,2017,2,5.0,1.0,1,1,2017,34.24437990411099
petizer,1,11.99,11.99,4.3,1999,1,5.0,1.0,1,1,1999,32.68388057603095
COLIBROX,1,107.48,107.48,4.2,1984,1,1.0,1.0,1,1,1984,31.892171611109422
Breeze Touch,1,9.99,9.99,4.3,1975,2,4.0,1.0,1,1,1975,32.63196847672359
Boss Pet Products,1,13.95,13.95,4.6,1974,1,4.0,1.0,1,1,1974,34.90628891574202
FABRICASTLE,1,15.99,15.99,4.3,1971,1,5.0,1.0,1,1,1971,32.62325520119909
PETCEE,2,8.39,8.39,4.15,1969,2,3.0,1.0,2,1,1969,31.481023610187947
Lantoo,1,,,4.2,1951,1,5.0,1.0,1,1,1951,31.821761021286758
After Surgery Wear,1,24.99,24.99,3.4,1949,1,1.0,1.0,1,1,1949,25.756987815296494
fuguitex,1,28.99,28.99,4.6,1942,2,5.0,0.0,1,0,1942,34.83114686713622
ZEUS,3,13.99,13.99,4.2,1941,7,4.333333333333333,0.16666666666666666,1,2,1941,31.80018932517534
PawFlex,2,26.950000000000003,26.950000000000003,3.7,1940,3,3.75,1.0,2,1,1940,28.01254675772534
Prevue Hendryx,1,217.08,217.08,4.4,1940,1,4.0,1.0,1,1,1940,33.31221776594365
Morezi,3,25.656666666666666,25.99,4.3999999999999995,1937,3,3.6666666666666665,1.0,1,2,1937,33.305411886783126
OPAWZ,1,22.99,22.99,4.3,1929,1,5.0,1.0,1,1,1929,32.530683712165406
SHINE HAI,1,,,4.1,1927,1,5.0,1.0,1,1,1927,31.01337774819901
Gamma3,1,32.05,32.05,4.7,1925,1,5.0,1.0,1,1,1925,35.54704278408293
Hound Heater,1,129.95,129.95,4.3,1901,1,5.0,1.0,1,1,1901,32.46784334535294
Pawfect Pets,1,49.99,49.99,4.6,1899,1,5.0,1.0,1,1,1899,34.72820215971085
Paw Inspired,3,13.49,13.49,4.3,1896,7,4.583333333333333,1.0,2,1,1896,32.45652457072056
Top Fin,1,21.4,21.4,4.7,1896,1,5.0,1.0,1,1,1896,35.475736158694566
Kruuse,2,32.41,32.41,3.65,1893,3,3.5,1.0,1,2,1893,27.544528899172985
AHJDL,2,24.99,24.99,4.550000000000001,1892,4,4.833333333333334,0.8333333333333333,1,2,1892,34.333927588002425
ELEBOX,1,16.99,16.99,4.5,1887,1,5.0,1.0,1,1,1887,33.94473006017451
Nutri Chomps,2,10.094999999999999,10.094999999999999,4.550000000000001,1886,5,5.0,1.0,1,1,1886,34.31948313142691
Flying Pig Grooming,1,145.0,145.0,4.7,1881,1,5.0,1.0,1,1,1881,35.43842450468303
WHIPPY,1,16.29,16.29,4.7,1881,1,5.0,1.0,1,1,1881,35.43842450468303
ZENAPOKI,1,11.99,11.99,4.2,1881,1,3.0,1.0,1,0,1881,31.668379344610365
Studio 21 Graphix,1,,,4.2,1878,2,5.0,1.0,1,1,1878,31.661678997536555
Cashel,1,34.99,34.99,4.8,1875,1,5.0,1.0,1,1,1875,36.17710622191761
