brand,product_type,product_count,avg_price,avg_rating,total_rating_number,total_review_count,demand_proxy
LEONEBEBE,"Collars, Harnesses & Leashes",1,15.99,4.4,63,1,63
LETSQK,Apparel & Accessories,1,21.99,4.5,204,1,204
LIANZIMAU,Health Supplies,3,15.280000000000001,3.966666666666667,6323,3,6323
LIFIS,Beds & Furniture,1,32.99,4.2,1156,1,1156
LIONWEI LIONWELI,Feeding & Watering Supplies,1,29.99,4.2,479,1,479
LIVINGO,Grooming,1,11.99,4.2,1166,1,1166
LIYU,Feeding & Watering Supplies,1,8.99,3.7,528,1,528
LKEX,Apparel & Accessories,1,10.99,4.3,52,1,52
LMOBXEVL,"Collars, Harnesses & Leashes",1,16.98,4.3,3317,1,3317
LOCHAS,Beds & Furniture,1,20.99,4.5,1486,1,1486
LOLLIMEOW,Carriers & Travel Products,2,29.990000000000002,4.65,14492,2,14492
LONSUNEER,Apparel & Accessories,1,9.99,3.5,1792,1,1792
LOOBANI,"Collars, Harnesses & Leashes",1,26.99,4.5,10463,5,10463
LOOBANI,Litter & Housebreaking,1,41.99,3.9,5350,1,5350
LOONEY TUNES,Toys,1,11.99,4.5,2888,1,2888
LOPEDOCAS,"Crates, Houses & Pens",1,37.99,4.6,28,1,28
LOPHIPETS,Apparel & Accessories,2,16.49,4.35,3063,2,3063
LORJE,Carriers & Travel Products,1,13.99,4.1,383,1,383
LOVINPUP,Toys,1,7.99,4.2,447,1,447
LPHSNR,Toys,1,11.97,4.4,3816,2,3816
LSAIFATER,Beds & Furniture,2,26.990000000000002,4.199999999999999,1016,3,1016
LUCKITTY,Beds & Furniture,2,23.49,4.1,1631,2,1631
LUCKYPAW,"Collars, Harnesses & Leashes",2,10.49,4.1,749,2,749
LUCOLOVE,"Collars, Harnesses & Leashes",1,36.95,4.4,387,1,387
LUKACY,Litter & Housebreaking,1,,5.0,5,1,5
LUKITO,Feeding & Watering Supplies,1,13.99,4.5,4979,1,4979
LUOAIYI,Grooming,1,,4.4,312,1,312
LUXACO,Feeding & Watering Supplies,1,,4.4,244,3,244
LUXJA,Litter & Housebreaking,1,16.99,4.5,3086,1,3086
LWINGFLYER,Birdcage Accessories,1,11.99,4.1,66,1,66
LYCC,Litter & Housebreaking,1,14.89,4.4,443,2,443
LaRoo,"Collars, Harnesses & Leashes",1,9.99,4.2,556,1,556
LaRoo,Toys,1,7.99,4.1,690,2,690
Labpepet,Beds & Furniture,1,23.99,4.5,193,1,193
Ladadee,Beds & Furniture,1,37.99,4.2,141,1,141
Lahas,Beds & Furniture,1,15.59,4.1,1054,2,1054
Laifug,Beds & Furniture,2,69.99,4.65,8224,6,8224
Laifug,Feeding & Watering Supplies,1,15.99,4.4,2549,1,2549
Lanco,Toys,1,17.99,4.3,689,1,689
Langsprit,Litter & Housebreaking,2,19.48,4.5,6242,2,6242
Lantoo,Carriers & Travel Products,1,,4.2,1951,1,1951
Lassie,Carriers & Travel Products,1,39.96,4.6,5229,1,5229
Lautus Pets,Apparel & Accessories,1,21.99,4.1,238,1,238
LazrArt,Litter & Housebreaking,1,,3.8,104,1,104
Leash Boss,"Collars, Harnesses & Leashes",2,21.965,4.6,6481,5,6481
Leash Boss,Training & Behavior Aids,1,29.95,4.6,4123,1,4123
LeePan,Toys,1,,3.6,247,1,247
Leekalos,Litter & Housebreaking,2,20.99,4.5,10187,5,10187
LeerKing,Beds & Furniture,1,21.99,4.7,2078,1,2078
Legendog,Carriers & Travel Products,1,25.6,4.2,530,1,530
Legendog,Feeding & Watering Supplies,1,11.99,4.6,3849,3,3849
Leopinky,Litter & Housebreaking,1,27.99,4.2,298,1,298
Lepark,"Collars, Harnesses & Leashes",1,13.99,3.4,7265,4,7265
Lewondr,Toys,1,16.99,4.5,1808,1,1808
Lick You Silly,Treats,1,18.98,3.8,24,1,24
Lickimat,Feeding & Watering Supplies,4,14.643333333333333,4.35,28016,5,28016
Licks Pill Free,Health Supplies,1,12.99,3.6,321,1,321
Lifepul,"Collars, Harnesses & Leashes",1,,4.3,4019,2,4019
Lillian Ruff,Grooming,1,52.95,4.6,3927,1,3927
Lintbells,Health Supplies,1,59.9,4.4,47825,2,47825
Litter Care,Litter & Housebreaking,1,18.5,3.7,641,1,641
Litter Pearls,Litter & Housebreaking,1,24.99,4.1,4443,4,4443
LitterMaid,Litter & Housebreaking,1,,3.7,472,3,472
Little Giant,Stable Supplies,1,10.42,4.9,9,3,9
Living Express,Carriers & Travel Products,1,,4.2,209,1,209
Living World,Toys,1,8.98,4.0,152,1,152
Lixit,Feeding & Watering Supplies,6,21.02,4.2,14096,12,14096
Lobeve,Feeding & Watering Supplies,1,,4.6,1679,1,1679
Logical Leather,"Collars, Harnesses & Leashes",1,12.99,4.2,5205,1,5205
Logical Leather,Training & Behavior Aids,1,22.49,4.4,4490,6,4490
Love Dream,Feeding & Watering Supplies,1,9.69,4.2,590,1,590
Love Your Pets,"Collars, Harnesses & Leashes",1,19.95,4.7,154,1,154
Love's cabin,Beds & Furniture,3,29.99,4.533333333333333,18002,3,18002
Lovelonglong,Apparel & Accessories,2,20.99,4.2,457,2,457
LovinPet,Apparel & Accessories,1,29.9,4.3,194,2,194
Loving Pets,Feeding & Watering Supplies,6,9.75,4.416666666666667,20013,25,20013
Loving Pets,Treats,4,11.596666666666666,4.325,2134,7,2134
Loving Pets,Aquarium Pumps & Filters,1,9.69,4.3,127,1,127
Lu&Ba,"Collars, Harnesses & Leashes",1,48.99,4.3,2561,1,2561
Lucas b Natural Dog Toys,Toys,1,14.99,4.6,475,1,475
Luciphia,Beds & Furniture,3,18.99,4.466666666666667,17918,9,17918
Lucky Dog,"Crates, Houses & Pens",1,259.87,4.5,1543,1,1543
Lucky Farm,Feeding & Watering Supplies,1,39.99,4.3,1113,1,1113
Lucky Monet,Beds & Furniture,1,79.99,4.1,125,1,125
Lucky Premium Treats,Treats,2,43.315,4.35,1128,6,1128
LuckyPet,"Collars, Harnesses & Leashes",3,10.283333333333333,4.7,6763,8,6763
Lucy Pet Products,Food,1,23.75,4.5,797,2,797
Luffy,Aquarium Décor,1,,3.8,30,1,30
Lukovee,Apparel & Accessories,1,22.99,4.4,165,1,165
Lukovee,"Collars, Harnesses & Leashes",1,13.99,4.5,6575,2,6575
LumoLeaf,Feeding & Watering Supplies,1,17.22,4.4,7801,3,7801
LupinePet,"Collars, Harnesses & Leashes",6,13.49,4.683333333333334,879,7,879
Lynxking,Training & Behavior Aids,1,11.99,4.6,9418,2,9418
M JJYPET,Toys,1,12.99,4.6,4676,2,4676
M&M Cage Company,Birdcage Accessories,1,64.95,4.6,236,1,236
M&MKPET,Feeding & Watering Supplies,1,13.99,4.7,8833,2,8833
M-YOUNG,"Collars, Harnesses & Leashes",1,8.99,4.7,592,1,592
M.BARC,Grooming,1,19.99,4.5,35,1,35
M2Pets,Grooming,1,,2.9,2,1,2
MADE 4 PETS,Beds & Furniture,1,35.99,4.4,2759,1,2759
MADE TO ROAM,"Collars, Harnesses & Leashes",1,24.99,4.7,1045,1,1045
MAIBAOTA,Aquarium Substrate,1,7.99,4.0,143,1,143
MAICHENG,Feeding & Watering Supplies,1,,3.5,105,1,105
MAISOIE,"Collars, Harnesses & Leashes",1,29.99,4.3,3964,1,3964
MANDAO,Training & Behavior Aids,1,7.47,4.5,7280,2,7280
MARSLABO,Carriers & Travel Products,1,34.96,4.6,5815,2,5815
MATCHY2U,"Collars, Harnesses & Leashes",1,18.59,3.5,1199,1,1199
MAXLAPTER,Health Supplies,1,13.99,4.2,688,1,688
MBVBN,"Collars, Harnesses & Leashes",1,7.99,4.3,5733,1,5733
MELARQT,Treats,1,14.98,4.6,144,1,144
MEOWFIA,Beds & Furniture,1,49.99,4.6,5859,4,5859
MEREN,Litter & Housebreaking,1,11.99,4.5,90,1,90
MEWOOFUN,Exercise Wheels,1,29.99,4.3,52,2,52
MEWTOGO,Toys,2,17.99,3.9499999999999997,117,2,117
MFOX,Beds & Furniture,1,45.99,4.2,15077,4,15077
MFVYRMCKJ,Litter & Housebreaking,1,,3.4,20,1,20
MICROBE-LIFT,Aquarium Water Treatments,1,17.26,4.3,92,1,92
MIDOG,Health Supplies,1,15.99,4.1,11361,1,11361
MIEMIE,Beds & Furniture,1,,4.4,394,1,394
MIGHTY MONKEY,Feeding & Watering Supplies,1,14.99,4.7,1909,1,1909
MIGHTY MONKEY,Litter & Housebreaking,1,15.99,4.5,7102,3,7102
MIGOHI,Apparel & Accessories,2,30.99,4.35,10615,5,10615
MIHIKK,Beds & Furniture,2,30.99,4.4,7846,3,7846
MIU PET,Litter & Housebreaking,1,59.99,3.8,77,1,77
MIXJOY,Beds & Furniture,2,18.14,4.5,18214,5,18214
MJIYA,"Collars, Harnesses & Leashes",1,,4.5,309,3,309
MOACC,Birdcage Accessories,1,10.99,4.3,2836,1,2836
MODUS,Training & Behavior Aids,1,24.99,3.7,30727,12,30727
MOIRIG,Apparel & Accessories,1,14.99,4.1,4443,2,4443
MOKCCI,Apparel & Accessories,1,26.99,4.0,1431,1,1431
MON2SUN,Treats,1,25.99,4.4,1480,1,1480
MOTZABO,Apparel & Accessories,1,10.99,4.5,146,1,146
MR. DOGGO'S,Treats,1,,4.4,28,1,28
MSBC,Beds & Furniture,2,32.99,4.65,283,2,283
MUAHLIUB,Toys,1,,3.8,121,1,121
MUMUPET,"Collars, Harnesses & Leashes",2,17.99,4.300000000000001,8589,3,8589
MUROM,"Collars, Harnesses & Leashes",1,11.99,3.9,246,1,246
MXYOO,Training & Behavior Aids,1,,3.1,370,1,370
MYLUCKYTAG,"Collars, Harnesses & Leashes",2,11.95,4.5,1377,2,1377
Made by Nacho,Food,1,50.16,3.9,35,3,35
Made by Nacho,Treats,1,,4.2,73,1,73
Magic Dog,Beds & Furniture,1,26.99,4.5,1169,1,1169
Majestic Pet,Beds & Furniture,6,66.88199999999999,4.183333333333334,21597,27,21597
Majestic Pet,Carriers & Travel Products,1,37.41,4.2,102,1,102
Majesty's,Health Supplies,1,,4.8,203,1,203
Majesty's,Treats,1,26.99,4.4,30,1,30
Malier,Apparel & Accessories,2,31.490000000000002,4.55,1178,2,1178
Malier,Toys,2,,3.9,1106,3,1106
MalsiPree,Toys,2,24.99,4.1,764,5,764
Mammoth Pet Products,Toys,2,16.895,4.45,16081,16,16081
Mammoth Pet Products,Training & Behavior Aids,1,21.35,4.4,2494,3,2494
Manificent,"Collars, Harnesses & Leashes",1,35.99,4.5,657,1,657
Manna Pro,Food,2,14.49,4.6,1483,3,1483
Manna Pro,Health Supplies,1,13.49,4.8,5607,2,5607
Marina,Aquarium Décor,1,14.96,4.4,704,3,704
Marina,Aquarium Heaters & Chillers,1,,4.0,818,2,818
Marina,Aquarium Pumps & Filters,1,26.99,4.6,88,1,88
Marine Color,Aquarium Pumps & Filters,1,,3.9,857,1,857
MarineLand,Aquarium Pumps & Filters,3,76.44333333333334,4.533333333333334,32193,11,32193
Mars Coat King,Grooming,2,29.490000000000002,4.550000000000001,3331,5,3331
Master Equipment,Grooming,1,79.69,4.5,1870,1,1870
Master Grooming Tools,Grooming,1,,4.3,279,1,279
Masue Pets,Apparel & Accessories,1,7.99,4.5,234,1,234
Mavel,"Collars, Harnesses & Leashes",1,,4.0,336,2,336
Max & Marlow,Beds & Furniture,1,32.38,4.5,1480,2,1480
Max and Neo,"Collars, Harnesses & Leashes",6,14.49,4.6499999999999995,36685,8,36685
Max and Neo,Toys,1,16.99,4.2,1163,1,1163
Max and Neo,Training & Behavior Aids,1,10.99,4.7,1914,2,1914
Maxpower Planet,Grooming,1,15.47,4.6,50192,8,50192
MayPaw,"Collars, Harnesses & Leashes",1,10.99,4.6,2562,1,2562
MayPaw,Training & Behavior Aids,1,12.99,4.6,368,2,368
Mayerzon,"Collars, Harnesses & Leashes",5,13.63,3.7600000000000002,21311,9,21311
Mcage,Birdcages,1,129.68,4.3,330,1,330
Meat Mates,Food,1,93.99,4.4,82,3,82
Medario,Litter & Housebreaking,1,52.99,4.2,597,1,597
Mednet Direct,Litter & Housebreaking,1,,3.8,148,2,148
MelkTemn,Beds & Furniture,1,39.99,3.9,542,1,542
Member's Mark,Litter & Housebreaking,1,,4.6,807,2,807
Mendota Pet,"Collars, Harnesses & Leashes",3,17.823333333333334,4.5,7014,5,7014
Mengelina,Litter & Housebreaking,1,21.99,4.5,449,1,449
Menkar,"Collars, Harnesses & Leashes",1,,4.4,280,5,280
Meow Mix,Food,5,14.34,4.5,51539,44,51539
Meow Mix,Treats,3,14.63,4.366666666666667,669,4,669
MeowWow,Apparel & Accessories,2,16.99,4.35,2590,2,2590
Meowijuana,Treats,1,9.99,4.6,695,1,695
Merrick,Treats,5,14.485,4.08,6937,11,6937
Merrick,Food,4,32.67,4.575,5019,9,5019
Merry Pet,Litter & Housebreaking,1,,4.2,3549,4,3549
Messy Mutts,Feeding & Watering Supplies,1,16.99,4.5,245,1,245
Metric USA,"Collars, Harnesses & Leashes",1,18.99,4.4,6514,4,6514
Mewoo,Beds & Furniture,1,23.99,4.4,130,1,130
MidWest Homes for Pets,Beds & Furniture,10,48.774,4.4,96862,68,96862
MidWest Homes for Pets,"Crates, Houses & Pens",8,56.3375,4.5874999999999995,175290,124,175290
MidWest Homes for Pets,Houses & Habitats,3,94.99000000000001,4.5,42485,12,42485
MidWest Homes for Pets,Carriers & Strollers,1,21.57,4.2,2546,5,2546
MidWest Homes for Pets,Carriers & Travel Products,1,27.98,4.3,30591,9,30591
MidWest Homes for Pets,"Cat Doors, Steps, Nets & Pens",1,107.69,4.4,4446,3,4446
MidWest Homes for Pets,"Doors, Gates & Ramps",1,38.26,4.5,7953,4,7953
Midlee,Apparel & Accessories,2,14.99,3.8,37,2,37
Midlee,Toys,2,16.994999999999997,4.6,2312,2,2312
Mighty Paw,"Collars, Harnesses & Leashes",3,15.99,4.3999999999999995,2450,3,2450
Mighty Pets,Grooming,1,,4.2,24,1,24
Mighty Petz,Grooming,1,19.95,4.5,2086,1,2086
Mighty Petz,Health Supplies,1,29.95,4.0,886,1,886
Miguel,Beds & Furniture,2,20.99,4.25,362,3,362
Mihachi,Apparel & Accessories,1,,4.4,6392,1,6392
Mile High Life,"Collars, Harnesses & Leashes",5,10.534,4.48,17737,9,17737
Milk-Bone,Treats,12,18.825,4.575,85022,133,85022
Miller,Stable Supplies,1,23.74,4.6,353,2,353
Milliard,Beds & Furniture,1,36.99,4.7,6189,3,6189
Milo's Kitchen,Treats,2,12.98,4.65,15534,26,15534
MingDak,Aquarium Lights,1,,4.5,5238,3,5238
Mini ThunderCover,"Collars, Harnesses & Leashes",1,,4.4,751,3,751
Minties,Treats,1,9.94,4.6,22211,14,22211
Miracle Care,Grooming,2,13.95,4.449999999999999,4502,12,4502
Miracle Care,Health Supplies,1,10.99,4.2,3449,1,3449
Mirage Pet Products,"Collars, Harnesses & Leashes",1,15.07,5.0,5,1,5
Miss Meow,Beds & Furniture,2,32.49,4.35,5943,2,5943
Misthis,"Collars, Harnesses & Leashes",1,22.99,4.3,461,3,461
Mkono,Feeding & Watering Supplies,1,12.99,4.4,1376,1,1376
MoMoPal,Beds & Furniture,1,,4.3,123,1,123
Mobile Dog Gear,Feeding & Watering Supplies,1,49.99,4.8,786,1,786
Mofason,Feeding & Watering Supplies,1,16.99,4.5,2134,1,2134
Moforoco,Training & Behavior Aids,1,,2.3,62,1,62
Mogoko,Apparel & Accessories,1,15.99,4.2,3004,1,3004
Molly Mutt,Beds & Furniture,1,15.12,4.4,1685,1,1685
Molypet,Feeding & Watering Supplies,1,79.99,4.9,30,2,30
Monsin,Feeding & Watering Supplies,1,9.99,4.7,1390,1,1390
Moontay,Grooming,1,38.99,4.5,2722,1,2722
Moose Pet Wear,"Collars, Harnesses & Leashes",1,,4.5,207,1,207
Mora Pets,Beds & Furniture,1,23.99,4.6,7353,4,7353
Morezi,Apparel & Accessories,2,23.99,4.35,743,2,743
Morezi,Feeding & Watering Supplies,1,28.99,4.5,1194,1,1194
Mozy,Grooming,1,14.77,4.1,1669,1,1669
Mr&Mrs PET,Beds & Furniture,1,,4.3,26,1,26
Mr. Peanut's,Feeding & Watering Supplies,2,8.99,4.5,1787,3,1787
Mroobest,Toys,1,6.21,4.7,2142,1,2142
Msicyness,Beds & Furniture,1,16.95,4.3,3049,2,3049
MuchL,Carriers & Strollers,1,15.89,4.5,5243,2,5243
Multipet,Toys,9,11.362222222222222,4.444444444444445,95021,98,95021
Mummumi,Apparel & Accessories,1,,3.3,77,1,77
Muse by Purina,Food,1,,4.3,215,1,215
Mutsutaz,Feeding & Watering Supplies,1,9.99,4.3,437,1,437
Muttitude,"Collars, Harnesses & Leashes",1,19.99,4.2,638,2,638
Muttluks,Apparel & Accessories,1,69.99,4.1,776,1,776
My Pet Peed,Training & Behavior Aids,1,79.95,4.5,5604,3,5604
Mycicy,Training & Behavior Aids,2,17.99,4.550000000000001,7896,3,7896
MyfatBOSS,"Collars, Harnesses & Leashes",1,,3.5,10,1,10
Myguru,Toys,1,,4.3,363,1,363
Mythrojan,Training & Behavior Aids,1,14.95,4.4,548,1,548
N-Bone,Treats,5,7.3625,4.38,57958,51,57958
NAC&ZAC,Carriers & Travel Products,1,24.99,3.5,1341,2,1341
NACOCO,Apparel & Accessories,10,12.59,4.3,13523,11,13523
NAMSAN,Apparel,1,8.99,4.3,1869,3,1869
NAMSAN,Apparel & Accessories,1,16.99,4.5,568,2,568
NAMSAN,"Doors, Gates & Ramps",1,41.99,4.5,4740,1,4740
NATURE'S LOGIC,Food,1,,4.5,758,1,758
NBTiger,"Crates, Houses & Pens",1,,4.6,31,1,31
NE14pets,Litter & Housebreaking,1,,4.7,4691,1,4691
NECOICHI,"Collars, Harnesses & Leashes",1,15.19,4.3,950,1,950
NECOICHI,Feeding & Watering Supplies,1,19.51,4.8,2284,3,2284
NECOICHI,Litter & Housebreaking,1,16.99,4.6,6848,1,6848
NESTROAD,"Collars, Harnesses & Leashes",1,28.99,4.4,2901,1,2901
NEWSOFLY,"Collars, Harnesses & Leashes",1,7.99,4.1,35,1,35
NICREW,Aquarium Heaters & Chillers,1,9.99,4.4,1517,1,1517
NIUBEE,Feeding & Watering Supplies,1,32.99,4.7,484,1,484
NOBER,"Collars, Harnesses & Leashes",1,8.99,4.6,946,3,946
NOYAL,Beds & Furniture,1,15.89,3.9,10560,2,10560
NOYAL,"Collars, Harnesses & Leashes",1,9.99,4.2,4402,3,4402
NOYAL,Litter & Housebreaking,1,28.99,4.4,156,1,156
NPET,Feeding & Watering Supplies,1,15.99,4.3,1847,1,1847
NTR,"Collars, Harnesses & Leashes",1,32.99,4.5,4069,1,4069
NWFHTD,Feeding & Watering Supplies,1,12.99,4.6,1114,1,1114
NWK,Toys,1,9.99,4.1,3582,1,3582
Nado care,Grooming,1,27.95,4.5,2789,1,2789
Nanaki,Apparel & Accessories,1,16.99,4.3,296,1,296
Native Pet,Health Supplies,1,11.99,4.4,5818,4,5818
Native Pup,"Collars, Harnesses & Leashes",3,11.99,4.7,2285,3,2285
NaturVet,Health Supplies,9,23.46,4.344444444444445,47046,20,47046
NaturVet,Litter & Housebreaking,1,17.99,4.4,8258,1,8258
Natural Balance,Food,16,38.7775,4.475,27735,38,27735
Natural Balance,Treats,6,10.485,4.516666666666667,14239,15,14239
Natural Dog Company,Health Supplies,1,5.95,4.5,19703,7,19703
Natural Farm,Treats,4,24.490000000000002,4.425000000000001,19806,9,19806
Naturally Fresh,Litter & Housebreaking,1,,4.4,11083,9,11083
Nature Gnaws,Treats,8,30.445714285714285,4.3125,4640,20,4640
Nature's Advantage,Treats,1,,4.7,656,2,656
Nature's Animals,Treats,1,34.21,4.5,31,1,31
Nature's Diet,Health Supplies,1,21.99,4.6,485,2,485
Nature's Miracle,Litter & Housebreaking,9,28.840000000000003,4.511111111111111,32392,25,32392
Nature's Miracle,Grooming,3,17.49,4.066666666666666,5446,5,5446
Nature's Miracle,Treats,1,14.86,4.6,10029,2,10029
Nature's Pure Edge,Grooming & Bathing Supplies,1,31.59,4.8,30,1,30
Nature's Recipe,Food,4,,3.9499999999999997,20287,22,20287
Nature's Recipe,Treats,2,,4.5,287,5,287
Nature's Variety,Food,1,,3.5,43,1,43
Neater Feeder,Feeding & Watering Supplies,1,55.99,4.6,22450,6,22450
Neater Pet Brands,Feeding & Watering Supplies,6,33.656666666666666,4.583333333333333,48170,17,48170
Neater Pet Brands,Litter & Housebreaking,1,25.99,4.0,8620,4,8620
Neekor,Beds & Furniture,1,17.99,4.5,3495,2,3495
Nemeth Farms,Food,1,62.99,4.5,2326,2,2326
Nerf Dog,Toys,7,21.453333333333333,4.314285714285715,23803,15,23803
New Age Pet,Litter & Housebreaking,1,89.3,4.5,304,2,304
New Cat Condos,Beds & Furniture,2,76.195,4.65,861,3,861
New World Pet Products,"Crates, Houses & Pens",3,35.88666666666666,4.566666666666666,63013,25,63013
Newman's Own,Treats,1,,4.8,1247,4,1247
Newtensina,"Collars, Harnesses & Leashes",1,25.96,4.0,882,1,882
NextFri,Carriers & Travel Products,1,23.98,4.8,105,1,105
Nidawi,Grooming,1,25.0,4.5,1720,1,1720
Nina Woof,Litter & Housebreaking,1,25.99,5.0,3,2,3
Nispira,Feeding & Watering Supplies,1,12.99,4.4,24,1,24
Nite Ize,"Collars, Harnesses & Leashes",3,21.823333333333334,4.133333333333333,1127,3,1127
Niteangel,"Collars, Harnesses & Leashes",1,8.99,4.0,11116,1,11116
Niteangel,Exercise Wheels,1,35.99,4.8,6852,1,6852
Niteangel,Houses & Habitats,1,7.99,4.4,1018,1,1018
Noba,Litter & Housebreaking,1,4.99,4.5,91,1,91
Nobleza,"Collars, Harnesses & Leashes",1,11.99,4.0,299,1,299
Nobleza,Litter & Housebreaking,1,29.99,4.5,183,1,183
Nocciola,Toys,2,12.49,4.4,12272,10,12272
NonScents,Litter & Housebreaking,1,12.97,4.3,6996,8,6996
Nooby's,Apparel & Accessories,1,18.88,3.7,576,1,576
Nootie,Grooming,1,,4.7,2288,1,2288
Nootie,Health Supplies,1,,4.6,2053,1,2053
North American Pet,Beds & Furniture,1,,4.2,1234,2,1234
Northfin,Food,1,37.83,4.6,2298,1,2298
Northwest Naturals,Treats,1,34.77,4.3,605,1,605
Notimible,"Collars, Harnesses & Leashes",1,12.99,4.4,290,1,290
Nourse,Apparel & Accessories,1,9.99,4.4,552,1,552
Novel Brands,"Collars, Harnesses & Leashes",1,8.8,4.0,636,1,636
Noz2Noz,"Crates, Houses & Pens",1,,4.3,5888,3,5888
Nuanchu,Litter & Housebreaking,1,23.99,3.9,1761,1,1761
Nudges,Treats,2,5.98,4.7,2249,3,2249
Nulo,Food,7,52.88666666666666,4.485714285714286,7245,25,7245
Nulo,Health Supplies,1,44.28,3.1,102,1,102
Nutramax Laboratories,Health Supplies,4,42.99,4.675,48573,30,48573
Nutri Chomps,Treats,2,10.094999999999999,4.550000000000001,1886,5,1886
Nutri-Vet,Health Supplies,7,17.343333333333334,4.3428571428571425,23106,13,23106
Nutri-Vet,Treats,1,,4.6,271,2,271
NutriSource,Food,2,53.489999999999995,4.6,599,2,599
Nutro,Food,9,43.7325,4.488888888888889,20508,24,20508
Nutro,Treats,1,,4.4,167,1,167
Nutro Dry Dog Food,Food,1,74.98,4.4,213,1,213
Nylabone,Treats,12,15.642857142857142,4.433333333333334,98015,179,98015
Nylabone,Toys,8,10.096666666666666,4.3125,135666,207,135666
OCSOSO,Apparel & Accessories,1,17.99,4.1,468,1,468
ODOLDI,Toys,1,14.95,3.9,301,1,301
OLEVC,Toys,1,14.99,3.9,61,1,61
ONTWOPETS,Toys,1,12.99,4.4,1558,3,1558
OODOSI,Toys,1,10.9,4.5,1243,2,1243
OOLAHLAH,"Collars, Harnesses & Leashes",2,8.985,4.199999999999999,1046,4,1046
OPAWZ,Apparel & Accessories,1,22.99,4.3,1929,1,1929
ORDORA,Grooming,1,24.99,4.4,18361,6,18361
ORIJEN,Food,6,69.545,4.283333333333333,17902,13,17902
ORSDA,Toys,1,29.99,4.3,5154,1,5154
ORZECHKO,Apparel & Accessories,1,8.99,4.2,465,1,465
OUOBOB,Apparel & Accessories,1,35.99,4.6,764,1,764
OURLLAMEY,"Collars, Harnesses & Leashes",1,8.99,4.5,24,1,24
OUT!,Litter & Housebreaking,2,16.31,4.3,13497,9,13497
OVERTANG,Feeding & Watering Supplies,1,12.99,3.4,408,1,408
OXO,Feeding & Watering Supplies,1,,4.7,3131,5,3131
OXS,Beds & Furniture,1,29.59,4.1,5893,2,5893
Ocu-GLO,Health Supplies,1,81.25,4.5,2535,3,2535
Odorcide,Grooming,1,11.95,4.2,2073,1,2073
Odorcide,Litter & Housebreaking,1,89.95,4.8,207,4,207
Oh You Lucky Dog!,"Collars, Harnesses & Leashes",1,19.97,3.9,1174,1,1174
Oiibo,Terrariums,1,309.99,4.5,129,2,129
Old Mother Hubbard,Treats,8,9.734,4.4,18330,39,18330
Ollieroo,Beds & Furniture,1,,4.3,82,2,82
Omega,Health Supplies,1,,4.7,31,1,31
Omega One,Food,1,,4.6,605,1,605
Omega Paw,Litter & Housebreaking,4,58.68,4.05,18984,26,18984
OmniPet,"Collars, Harnesses & Leashes",2,14.04,4.199999999999999,325,2,325
On2 Pets,Beds & Furniture,1,129.99,4.2,7127,2,7127
One for Pets,Feeding & Watering Supplies,1,,4.4,265,1,265
OneTigris,"Collars, Harnesses & Leashes",2,25.990000000000002,4.65,21042,7,21042
OneTigris,Apparel & Accessories,1,36.98,4.6,4170,2,4170
OneTigris,Training & Behavior Aids,1,14.38,4.7,2751,2,2751
Onefua,Beds & Furniture,1,51.99,3.0,16,1,16
Open Farm,Treats,1,14.99,4.5,871,2,871
Orangdogo,"Collars, Harnesses & Leashes",1,14.99,4.5,29,1,29
Orangelight,Beds & Furniture,1,,4.2,3710,1,3710
OrgMemory,Carriers & Travel Products,1,23.75,4.1,1139,1,1139
Orlushy,Aquarium Heaters & Chillers,1,11.99,4.5,19340,2,19340
Ortz,"Collars, Harnesses & Leashes",1,,3.1,114,1,114
Ortz,Training & Behavior Aids,1,9.99,3.1,2368,2,2368
Oster,Grooming,4,106.24000000000001,4.275,5367,5,5367
Oster,Grooming & Bathing Supplies,1,20.49,4.2,51,1,51
Oster,Health Supplies,1,,4.7,10,1,10
Our Pets,Feeding & Watering Supplies,3,15.85,4.7,11824,8,11824
Our Pets,Toys,2,17.97,3.4,115,3,115
Our Pets,Treats,1,,4.4,11796,7,11796
Outback Jack,Treats,1,,4.4,339,1,339
Outdoor Dog Supply,"Collars, Harnesses & Leashes",1,13.95,4.8,981,1,981
OutdoorMaster,"Collars, Harnesses & Leashes",1,9.99,4.7,11437,3,11437
Outrav,Beds & Furniture,1,19.99,4.3,513,1,513
Outus,"Collars, Harnesses & Leashes",1,7.99,4.5,1313,1,1313
Outward Hound,Toys,12,9.06625,4.166666666666667,118317,144,118317
Outward Hound,Apparel & Accessories,5,21.685,4.32,41865,20,41865
Outward Hound,"Collars, Harnesses & Leashes",2,,4.3,1209,3,1209
Outward Hound,Carriers & Travel Products,1,25.99,3.8,5926,4,5926
Outward Hound,Feeding & Watering Supplies,1,10.7,4.4,741,2,741
Outward Hound,Training & Behavior Aids,1,7.49,4.4,6608,4,6608
OxGord,Carriers & Travel Products,1,22.98,4.3,1264,1,1264
Oxbow,Food,2,27.405,4.800000000000001,14337,5,14337
PACCOMFET,"Collars, Harnesses & Leashes",1,,4.2,2763,1,2763
PAEYOOR,Toys,1,13.99,4.0,1138,1,1138
PAPIFEED,Feeding & Watering Supplies,1,46.2,4.4,148,1,148
PARTYSAVING,Beds & Furniture,1,18.6,4.1,2103,2,2103
PASRLD,Apparel & Accessories,1,14.99,4.3,1598,2,1598
PAW ROLL,Beds & Furniture,1,79.0,4.4,29,1,29
